t_ms,ax,ay,az,gx,gy,gz,mx,my,mz,roll_gyro,pitch_gyro,yaw_gyro,roll_cf,pitch_cf,yaw_cf,roll_ekf,pitch_ekf,yaw_ekf,roll_madgwick,pitch_madgwick,yaw_madgwick,roll_mahony,pitch_mahony,yaw_mahony
187,-0.2548,-0.1394,9.7976,-0.067,-0.3959,-0.119,30.5277,-8.8145,39.8161,-0.4766,1.8281,0.9232,-2.5247,0.4167,-0.3064,-1.5335,0.5981,1.9451,0.8857,0.4802,-0.5581,-1.7377,-0.5949,0.4619
198,-0.0395,-0.0686,9.8153,-0.195,0.3596,-0.2162,30.8166,-9.0803,40.1301,1.026,-0.9399,-0.1227,0.3122,-0.1733,0.6832,0.2947,-0.5521,-0.8433,0.2111,-1.0463,-1.5894,-0.0538,1.6809,0.2194
209,-0.0218,-0.0547,9.8257,0.101,0.7098,-0.2844,30.2678,-9.689,40.4822,-0.0532,1.8914,-0.8001,0.9176,-0.8622,0.9862,0.3963,1.338,2.6442,-0.1982,-1.1886,-0.23,0.3508,0.7067,0.1051
226,-0.0001,-0.0281,9.6704,-0.6017,-0.2249,0.3366,30.3442,-11.6372,40.7818,0.0571,0.908,-0.6795,-0.7669,-0.5538,-0.5732,-0.1139,-1.5224,0.0485,0.4042,0.976,0.3346,-0.8183,0.6482,-0.2803
237,-0.0072,-0.0642,9.7742,0.2801,0.3167,-0.1521,30.5309,-9.3291,42.0788,-1.0463,0.6949,0.2803,-1.0372,-0.0127,-0.0566,-0.2319,0.5189,0.706,-0.0418,0.5126,-0.516,-0.7734,0.4702,-0.0406
256,0.0143,-0.0246,9.7706,0.3906,0.7295,-0.088,29.3876,-11.5359,38.8149,-0.5646,-2.5399,-0.9081,0.5381,0.6935,-2.9987,0.5159,0.1076,-0.5301,-0.6426,0.79,-1.9843,-0.4623,-0.1634,1.3729
268,-0.0651,0.0588,9.8098,-0.3918,0.1237,0.3113,30.1977,-9.7381,41.2922,0.6329,-0.0115,0.7647,2.0099,0.6246,-0.2538,-0.0632,1.1858,0.5675,2.4074,-1.412,0.9747,1.0872,0.5551,-1.6135
278,0.2835,0.1816,9.7883,0.199,-0.0513,-0.0711,29.5132,-11.0481,39.911,0.588,-0.1173,1.2833,0.3051,-1.8947,-1.0987,2.0321,1.5812,0.4085,0.8028,0.4385,-0.3964,0.6842,0.435,-1.2231
289,-0.053,-0.0269,9.7564,0.648,0.1088,-0.9073,30.1555,-8.4248,39.0623,1.1738,-0.5929,0.0393,-0.7701,-0.738,0.0123,-0.6573,-0.9287,0.1615,0.3362,1.6032,0.7818,-0.6507,1.5065,0.962
299,-0.0347,0.047,9.7616,0.0749,-0.1502,-0.0812,29.537,-10.413,40.7548,1.6383,0.8271,1.5191,-0.264,0.3904,-0.1549,-0.5,0.0913,-0.6321,0.0902,0.3047,1.8799,-1.3061,0.4984,1.2566
323,0.0939,-0.1124,9.8517,0.3611,0.1583,0.1265,28.414,-8.9589,39.6533,0.6728,-0.5743,1.2083,-1.4878,-0.251,-0.6094,-0.0351,-0.4627,-0.1293,0.3066,-0.1892,-0.1171,-0.985,-0.3472,-0.5109
333,-0.1015,-0.0958,9.7749,-0.4327,-0.739,0.2183,26.5648,-9.8278,40.6731,-0.4302,-0.3864,0.3943,0.0928,-1.5626,-1.0893,1.2046,-0.0297,2.433,-0.8965,-0.584,0.7832,-0.9823,-0.358,0.5884
344,-0.014,-0.0073,9.7046,0.7631,0.2577,0.5475,31.1253,-11.8294,38.9211,1.3645,-1.0617,-0.1178,2.4809,0.7733,1.3204,1.2122,0.0714,-0.159,0.2892,-0.8402,0.4427,0.1086,-1.129,0.1492
354,-0.0475,-0.0287,9.7651,0.183,0.1972,-0.1035,29.3114,-11.0291,40.766,0.1303,1.5159,0.2669,1.1247,-0.9573,0.1424,-0.5558,0.3698,-1.1177,2.3531,-1.6485,-0.3409,-0.1753,0.8514,-1.2522
364,0.1373,0.0809,9.8308,-0.3689,-0.4312,0.0514,30.3556,-12.4341,39.7463,-0.3184,-1.0512,0.8591,0.3217,0.322,-0.3758,0.2935,1.1696,1.1019,0.6745,-0.8106,0.9903,-0.8457,-0.2704,1.2701
375,0.1726,0.0798,9.8002,0.2386,-0.1998,-0.1352,29.6585,-10.7284,39.4242,-1.161,2.5797,0.239,-0.0513,-1.036,1.5526,1.2605,-0.1363,1.8859,-0.1959,0.2568,-0.0849,0.988,-1.6084,-0.7536
385,-0.0169,0.0578,9.7783,0.8974,-0.5933,0.5734,30.1731,-9.3068,40.6222,0.4078,0.1422,-0.9417,-0.3329,2.3663,-1.5651,0.9809,-1.0245,-0.8873,-0.992,-0.8331,-0.6692,-0.4785,1.2211,1.105
396,0.0713,-0.0841,9.7153,-0.039,-0.0342,-0.0202,30.195,-10.3881,39.9873,-0.1158,-1.3217,-1.0769,-2.2137,1.0792,0.8353,0.7584,0.0444,-1.3807,0.0775,0.5221,1.9512,-1.8961,1.2429,-0.0737
406,-0.0268,0.1362,9.8532,0.9645,0.1359,0.4091,31.7177,-9.6664,39.4545,-1.4087,-0.0125,-0.482,0.1883,-0.0343,1.2252,0.2271,0.6576,1.1073,-0.9263,-0.1422,-0.4949,1.4066,0.8869,-0.5179
416,0.1677,-0.0397,9.7486,0.4941,0.1926,-0.3704,29.546,-9.7298,41.1793,-2.2245,-1.1959,0.9857,-1.2922,0.3265,-0.7935,0.4381,1.4818,0.2452,-0.8471,-0.616,0.545,0.0526,-1.103,0.0873
427,0.1682,-0.0586,9.8362,-0.3498,-0.268,-0.0717,30.1882,-10.4093,40.0835,1.1775,-0.6584,1.0492,0.35,-1.5087,-0.1252,1.8743,-0.9592,0.107,1.7374,-1.1353,0.6914,0.75,0.4278,-1.4155
453,-0.1307,-0.0297,9.7874,0.2368,0.4922,-0.3296,29.797,-9.2129,39.8554,-2.8023,0.5165,-0.6099,-0.0036,-0.2817,-0.3673,-1.2867,0.2271,-0.9822,-0.3665,0.5597,0.1356,1.1406,-0.1195,-0.1394
465,-0.077,0.2184,9.855,0.857,0.3506,-0.3187,31.4458,-11.4618,39.0576,0.8264,-0.498,-0.1992,0.5139,-0.0717,-0.8742,-0.6362,1.1515,1.1117,-0.7845,-0.8938,-1.9664,0.4461,-0.8948,2.0341
478,0.0457,0.0565,9.8781,-0.2593,-0.1797,0.2212,31.2932,-8.8824,39.2224,2.1512,-0.0299,0.9716,-1.4469,-0.5876,0.8025,-1.5693,0.0419,-0.0315,1.7648,0.9991,1.2568,0.3486,0.7703,-1.3081
488,0.0811,-0.1332,9.8133,-0.0258,0.6471,-0.1273,30.2437,-9.7321,40.9999,0.2251,1.1694,-0.3529,0.6309,1.3255,2.2788,1.0825,0.0079,-0.2419,-0.6055,0.7184,0.0591,-0.3707,-1.4884,0.0086
501,-0.1146,0.0304,9.8208,-0.361,-0.542,-0.2207,30.0847,-9.5189,39.7909,0.3217,-0.4315,-1.5375,-1.4824,-0.7165,-1.7568,1.0527,-0.6636,-0.0792,1.0661,1.6651,0.6299,1.0135,1.2937,0.4408
511,-0.0153,-0.0418,9.6884,-0.17,0.3695,0.3727,31.0753,-9.8365,38.9979,0.8415,1.2035,0.8859,1.4155,-0.7517,-0.7952,0.3069,-1.9824,-1.0319,1.2841,0.8562,0.0995,0.3808,-0.2584,-1.6474
522,-0.1447,0.0643,9.7626,0.2572,-0.4015,0.3741,31.7004,-10.5782,37.8076,-0.1508,0.4788,0.1165,-1.7297,0.7282,1.6608,-0.0521,-0.0834,-0.4438,-1.0015,-0.0705,-0.3878,-0.8089,0.4418,1.0036
533,-0.115,-0.1324,9.7121,-0.2731,0.8137,0.306,29.0366,-9.2592,38.7717,-1.0879,1.1496,0.2576,0.0008,-1.0707,-1.069,-0.4804,0.7917,1.4837,0.3718,1.1688,0.5187,0.2909,-2.222,0.2564
543,0.0424,0.0523,9.816,0.7258,-0.2347,0.3371,31.5364,-7.787,39.3867,0.6012,0.1752,-0.1538,-1.4062,-0.1903,-0.1262,-0.9713,1.3969,0.3325,-0.42,0.9113,0.5863,0.4785,-1.2716,-0.0238
553,-0.1714,-0.0856,9.8255,1.0499,0.1205,-0.1309,28.0422,-9.9037,40.3925,-1.003,1.3127,1.0666,-0.0201,0.0714,0.6776,-1.5591,0.368,-0.3618,-0.7903,1.0766,-1.3329,0.4683,0.8043,0.2503
574,0.0411,-0.0437,9.7809,0.5387,-0.7457,0.9504,30.3882,-9.7501,39.3752,0.7998,1.4936,1.0893,1.0419,0.8165,-0.2633,-1.2268,-0.2887,1.0174,-0.9428,0.7302,-1.1997,0.2115,0.2962,-0.3131
585,0.1086,-0.1266,9.8293,-0.9531,0.2694,0.3105,28.9144,-10.1989,41.5111,-0.1344,1.0409,-0.9302,0.1963,-0.2528,0.7139,0.5742,-0.1339,-0.4106,0.914,-0.3776,-0.8599,-0.867,-0.7674,-0.3291
598,0.0234,0.0796,9.7566,-0.5642,0.7809,-0.439,29.5104,-9.3029,40.6629,0.3024,-0.9658,-0.5244,0.7604,-0.7351,-0.5648,-0.3405,-1.5159,-0.4686,-0.6346,0.2096,0.1771,0.1229,-0.4116,0.0124
609,0.1474,0.0887,9.7386,0.3546,0.6581,-0.8561,30.1304,-11.2947,39.0276,0.1308,-0.9558,1.2781,1.7122,-0.4944,-1.976,-0.4801,0.6296,0.4666,1.3639,-0.8245,-0.4282,0.4631,1.8458,-0.7096
620,0.2005,0.1054,9.7249,-0.3798,-0.2548,0.8093,29.1832,-9.1785,40.7108,-0.2297,1.5338,-0.213,-0.5016,-0.1939,0.4764,-0.017,-1.4967,-0.4485,-1.6148,0.3614,-0.4694,0.9199,0.3538,0.5425
631,-0.0141,-0.1076,9.7885,-1.3805,-0.1459,0.0824,29.4078,-9.27,39.1871,0.1893,-0.5576,0.1377,0.1461,2.1588,0.9529,-0.1419,1.1145,0.7819,1.0784,0.1915,-0.0055,1.0896,-1.8829,-0.4468
642,-0.0926,0.0668,9.7945,-0.2937,-0.4099,-0.0027,29.1052,-11.671,38.6935,0.0569,0.024,-1.1988,-0.4572,1.128,0.7431,1.4787,0.0581,0.2224,1.1332,0.1041,0.2205,-2.0001,-0.8462,-1.1881
652,0.0032,0.0448,9.8089,-0.064,-0.0001,-0.6625,29.9402,-10.1292,39.0644,1.7449,-1.7372,-0.3128,1.2366,-0.2262,0.0873,1.6273,0.4642,0.7081,0.4724,0.9905,0.1543,0.9748,0.1598,-0.1576
662,0.079,0.0563,9.8483,-0.4237,-0.75,-0.1348,31.0897,-9.044,39.877,-0.0543,0.4519,0.085,-2.9315,-0.8692,-0.3407,0.1515,-0.3536,0.4174,0.9758,0.3958,-0.8988,0.9457,0.919,-1.0389
673,-0.0027,0.2152,9.8456,0.5572,-0.5086,-0.6188,27.4297,-10.4528,40.6851,0.1668,0.2193,-1.3319,1.3082,-0.503,-0.8101,0.8405,-0.2356,-0.0845,0.0131,-0.814,-0.4874,-0.3379,0.7904,0.5257
683,0.0107,0.1081,9.8126,0.6895,0.4898,-0.4046,30.0358,-9.7241,40.8206,0.0857,-0.2195,2.1515,2.6796,0.894,0.5235,0.41,0.5477,-0.5846,-0.9505,0.2868,0.6135,0.6476,0.4796,-0.9243
695,-0.0194,-0.0839,9.8458,-0.2498,-0.4538,-0.0447,30.2171,-9.3956,40.5327,-1.8544,0.5662,-1.7762,-0.0661,0.43,-2.1062,-0.2295,0.4547,0.6181,1.556,-0.2062,0.8079,0.8503,-0.0269,-0.1562
709,0.0762,0.1608,9.7404,-0.3309,-0.7934,0.1644,30.1518,-8.8996,42.5591,0.8166,-1.6282,-0.6137,-1.1742,-0.2016,-0.5303,-0.8537,-0.5998,0.0936,-0.3531,-1.5833,-0.0584,1.6223,-0.5539,-1.3992
719,-0.1974,0.1161,9.7386,0.2717,0.8191,0.3695,30.4132,-8.5231,39.0166,0.6159,-2.0717,-1.6004,1.8734,1.1321,-1.2523,0.4922,-1.6657,-0.297,0.9194,0.8712,-1.1555,0.9035,0.4473,-0.5677
730,0.0342,0.0257,9.7416,0.6209,-0.2188,-0.1404,29.8704,-8.5582,39.758,0.7194,0.1523,-2.0806,0.3222,0.7543,-0.1064,1.4321,-1.6687,-1.3363,-1.3582,-1.1417,-0.7417,-1.0198,-0.9187,-0.0383
741,-0.2659,-0.0466,9.82,0.0532,-0.3717,0.4237,30.1443,-9.5902,41.323,0.6604,0.3047,0.2264,-0.5148,1.4711,-0.1263,1.239,-0.0427,1.3662,1.296,-0.0712,1.0556,0.971,0.0153,0.3266
753,-0.0833,0.1087,9.7864,-0.1795,0.3217,0.6478,29.0102,-10.2719,41.3902,-0.2532,0.2355,0.3413,0.9184,0.9478,0.1618,1.1559,-0.6954,-0.6367,-0.0008,2.8842,0.2739,0.2806,-0.3413,1.6205
764,0.0264,-0.1258,9.7725,0.0774,-0.7393,-1.2552,30.0982,-8.5152,39.5364,-0.7494,0.7817,0.9613,-1.001,-1.3099,1.0317,-1.9322,0.1835,0.3204,-0.5566,0.0049,-0.3594,2.7584,-0.4763,0.3325
774,0.1226,0.0552,9.7567,-0.7028,0.2828,-0.5444,29.2699,-7.506,40.8019,-1.99,0.4325,1.6672,0.3928,0.664,-0.402,1.1602,-1.0559,0.3794,0.3509,-0.3418,-0.3753,-0.0001,-0.9127,-0.7157
785,0.0018,0.0352,9.8037,0.7424,-0.4816,-0.1472,29.269,-9.5425,41.4,-1.7319,-0.4071,1.2386,-0.3315,0.0083,-0.0422,-1.1097,-0.4339,-0.3684,-2.0969,1.7295,-0.3099,1.9638,-1.4406,-0.0199
796,0.0157,-0.0679,9.8126,-0.0771,-0.2985,-0.2118,28.0599,-9.6824,37.2687,-1.3456,1.4325,-1.0942,0.8396,0.2276,-0.5098,-1.226,-0.2441,0.409,1.4832,-0.3227,-0.362,-0.1702,0.1481,1.7236
806,-0.0505,-0.1641,9.7462,0.1086,-0.1499,-0.1113,30.3047,-10.7148,40.9947,-0.7612,-1.2513,-1.1681,2.1633,-0.9374,-0.6066,1.8372,-0.3481,-1.457,0.9382,-0.5988,0.279,0.1907,1.3398,-1.0913
816,0.032,-0.1636,9.822,-0.6396,0.6143,0.2482,30.1653,-9.176,40.3815,-0.3217,-1.6612,-0.3107,-2.0413,-0.6267,-0.7647,0.1757,0.259,-0.0207,0.729,0.2148,0.5193,-1.3922,1.0097,-0.7207
827,0.037,0.0626,9.8764,-0.0268,-1.3007,0.0679,28.7874,-10.5339,41.382,-1.4482,-0.1285,-0.0455,-0.2782,0.9446,-0.5006,1.0787,-0.0579,-1.1941,2.1547,2.0157,0.4189,0.1396,-0.646,2.6995
837,0.1222,0.008,9.8245,-0.3415,0.3749,-0.4646,29.43,-9.7482,39.1023,-0.1934,-0.0096,0.6801,-0.4422,-0.8321,-0.9705,-1.3535,-0.7435,1.3236,3.0603,-0.4922,0.5222,-1.3882,0.5249,-1.2696
848,0.1028,0.0771,9.8358,-0.4777,0.3588,-0.1335,29.2709,-10.0218,39.552,1.143,0.7958,0.0957,-0.6721,0.668,-0.7442,-1.5691,-0.5435,0.8646,0.9147,0.3967,0.3761,0.1349,-0.1853,-1.4789
858,0.1293,-0.1481,9.7382,0.2411,-1.0172,-0.0519,29.4423,-11.5579,39.8974,2.3043,0.1634,-0.8396,0.7438,0.2111,1.5491,1.1727,0.0856,-1.1245,-1.0685,-2.5934,0.9717,1.4298,-1.0757,1.7635
869,-0.1165,0.0396,9.7873,0.0967,1.1825,0.3246,30.6604,-9.1089,40.1793,0.1808,-1.3147,0.65,-1.5579,-0.9515,0.0822,-2.0663,0.0742,1.8338,-0.3211,0.4494,-2.2108,1.0182,0.2974,0.2658
879,0.0282,0.101,9.8124,0.3751,1.4002,-0.4299,28.7468,-9.0063,38.8868,1.8087,-0.5895,-0.0682,-1.3287,-0.1855,1.3442,0.7492,-1.4199,0.5758,-1.3579,-1.8993,-0.1934,-0.4336,0.7352,-1.0572
890,0.1429,-0.0457,9.8392,-0.3089,0.0606,0.1643,31.7347,-11.1416,41.0546,0.5323,-0.2569,-0.1247,0.3308,-0.1654,1.4344,-0.3226,0.9882,-0.5556,-0.8605,0.2953,-0.9159,-0.0013,0.5038,-1.0798
900,0.1265,0.1191,9.7488,-1.3515,-0.9333,-0.084,31.6367,-9.1322,38.5688,-0.3731,1.9553,-1.5788,-1.5785,1.0934,-1.2281,-0.5167,-0.3449,0.2673,-0.2205,0.5892,-0.9259,-0.5403,0.9237,0.6843
911,0.0702,-0.0074,9.7427,-0.4713,0.4899,-0.1983,29.7594,-8.6778,41.3314,0.2527,0.5467,1.1923,1.1159,-0.0516,2.2795,1.1899,-0.8018,-0.5317,0.1809,-0.5489,-1.2111,-0.6043,-0.4779,1.4718
922,0.0375,-0.0614,9.7404,-1.099,-0.0753,0.2267,29.342,-8.8603,40.0631,-0.8139,-0.3169,-1.0541,0.1376,0.5857,0.3978,-0.0838,-1.5811,-0.8514,0.2653,1.3207,1.4027,-0.5544,0.2514,0.3053
932,-0.042,-0.1284,9.8363,-0.2506,-0.2894,-0.7102,31.4214,-12.2272,40.5341,-0.1619,1.3787,-0.7265,-1.5644,1.4187,-0.7889,-0.846,-1.2545,0.2285,-0.7072,0.5909,-0.7982,-0.8517,0.6238,0.5769
943,0.0373,0.1057,9.7762,0.3681,0.1265,-0.4707,29.6443,-11.4805,39.7803,0.5219,0.716,-0.93,0.5176,0.8861,-0.004,0.6275,0.2833,0.4968,0.5838,1.1752,3.2282,0.0538,-1.2763,0.4448
953,-0.0825,0.0522,9.8297,0.1957,0.5432,-0.15,30.6078,-9.2549,39.5829,-1.108,1.6242,-0.7386,-1.1952,1.4921,-0.4622,-0.6516,0.4423,1.0292,-0.7287,-1.1,0.3683,-0.4488,0.6563,-0.6003
964,-0.0804,0.0936,9.8007,-0.2125,0.1721,-1.0222,28.6747,-8.151,41.1854,0.253,-0.3115,-2.0178,-1.3167,1.0399,-1.4109,0.1118,1.3155,0.256,0.8374,-0.0886,0.6076,1.007,1.5728,-1.3475
974,-0.0009,-0.002,9.7896,-0.0581,-0.2768,0.2263,30.316,-11.2842,40.896,0.1678,-0.3468,-0.3918,-1.1918,-0.3712,-0.2344,0.2781,0.6648,-0.8927,1.493,0.8857,0.5958,-0.5282,-1.0087,1.6826
984,-0.0195,-0.0321,9.7729,-0.0067,0.7588,0.6417,31.9829,-9.2676,40.5476,0.2995,-1.1642,1.187,0.0255,-1.4782,-0.802,-0.3416,-1.6718,-0.2249,-0.8276,0.0078,-0.0543,-0.6689,-0.2607,-1.5714
995,-0.0383,-0.1922,9.861,0.4455,0.8466,0.2615,28.8964,-11.1303,39.2988,-1.6347,-0.4051,1.397,-0.2473,0.4374,-1.0551,0.2038,-2.2931,-1.1753,0.1495,1.8279,-0.6033,0.4829,-1.4202,-2.7735
1005,-0.0322,0.0533,9.8044,-0.5162,-0.4037,0.0615,27.8124,-8.5078,39.8195,1.647,1.5288,0.0852,0.3982,-0.4199,0.2114,1.8079,1.2947,-0.074,0.9652,0.8209,-0.3967,-0.8981,-1.1574,0.0779
1016,0.0533,-0.0309,9.8607,-0.5926,-0.3005,0.2363,28.6074,-7.9758,37.9332,0.6479,1.7376,-0.837,-1.7675,-0.3203,0.0691,0.5309,0.4075,-0.1261,-0.1875,-0.0243,1.7536,-2.1133,0.7446,0.2309
1026,-0.2414,-0.2047,9.8438,-0.6147,-0.0125,1.0799,29.8914,-10.2348,40.1598,-0.03,1.6772,-1.0076,-0.2877,-0.8295,-1.1575,0.645,0.2652,0.6534,0.6362,1.5028,0.6816,-0.6986,0.7309,-1.1829
1037,-0.1025,-0.2137,9.8847,-1.0619,-0.4597,0.6819,31.9612,-9.0532,40.1948,0.6292,-0.3586,1.9201,-0.7692,1.139,0.0019,3.3419,-0.8486,1.7046,-0.0656,0.7298,0.6177,-0.3831,-0.2306,-1.2236
1047,0.1122,0.0057,9.8551,-0.4462,-0.4935,-0.7373,31.2055,-9.7843,40.2364,0.6216,2.5045,0.7199,0.9862,0.6723,-0.8778,1.5262,0.182,-0.3123,-1.7735,1.0833,1.3782,0.7126,2.1323,-0.113
1058,0.0569,-0.0372,9.7667,-0.7911,0.1122,-0.496,29.8527,-11.8224,39.2754,-0.7251,1.0549,-0.9793,-0.5711,-0.4286,-0.2164,-1.0034,1.448,1.0133,0.721,1.6173,-0.8174,-0.8363,0.7076,-1.1412
1068,0.014,-0.0195,9.8412,0.1606,-0.3647,0.1741,30.4474,-9.7135,39.7276,1.4588,0.9932,0.634,0.41,-0.3317,-1.1782,0.2476,1.3419,0.0385,1.3194,1.6306,-0.9786,-1.1008,1.8917,-1.5396
1078,0.124,0.0575,9.8449,-0.8128,0.2222,0.1358,31.1541,-11.2822,38.5193,1.3467,0.7113,-0.5693,0.5265,1.2134,0.8157,-0.5367,-0.7164,-1.0942,-1.1946,-1.3938,-0.3668,0.1607,-0.9463,0.423
1089,0.0093,0.0156,9.8665,0.0357,0.1341,0.0213,29.8901,-10.4452,39.6616,2.3906,0.8305,0.6084,0.2208,0.2791,1.9988,1.4263,-0.1365,1.3519,-1.6477,-0.7411,-0.4408,1.0232,1.2541,0.615
1099,0.0229,0.003,9.8025,0.4578,0.5419,-0.0791,30.4986,-10.6817,41.2305,1.8149,-0.8827,0.948,-2.07,-1.2768,-0.0526,-1.053,-1.2188,0.4403,0.7433,-1.3237,-2.3846,1.6322,0.7307,-0.3357
1110,0.0435,-0.0688,9.7864,-0.8001,-0.6199,-0.1048,29.205,-9.4925,39.4796,0.1129,0.0792,0.6036,-0.9381,-0.4435,1.0026,-1.0521,1.0255,-0.693,0.1377,-0.269,-2.9416,-0.6102,1.3118,0.64
1120,-0.0145,-0.014,9.7752,-0.3384,-0.054,0.3879,29.6328,-10.1706,37.2797,0.7701,-0.0749,2.793,0.4239,0.5707,0.9372,0.2331,-0.0255,-0.4689,2.2051,0.0222,-0.8226,-0.0443,0.0774,0.2023
1131,0.0123,-0.1222,9.798,-0.2356,0.3606,-0.1081,29.7842,-10.4778,40.7431,-0.0793,-0.1797,0.0541,-1.1692,-0.2062,1.3414,-0.9296,-1.1529,-1.3985,0.3422,-1.1148,1.5922,0.6605,-1.4627,0.971
1141,-0.0632,-0.0474,9.7289,-0.1694,-0.5953,-0.1583,30.1447,-10.2178,40.7193,0.1923,-0.0911,0.987,-3.5659,-0.3126,0.2379,-0.0782,0.9265,-0.7553,-0.2356,-0.8927,0.191,-1.2935,1.8446,-0.1604
1151,-0.0987,0.2141,9.9009,-0.3169,-0.9685,-0.6451,30.841,-11.1374,39.6941,-0.1583,-2.179,0.8433,-0.5772,1.5989,-0.1499,-0.2752,0.1439,0.7655,0.0557,-1.7322,1.0272,0.2274,-0.577,-0.0842
1162,-0.0353,-0.074,9.7842,-0.4384,-0.1126,-0.224,31.1289,-10.1849,40.4895,-1.7399,0.2417,0.5172,1.2615,-1.9766,-1.4687,-0.3855,0.2707,1.3973,1.5398,1.8951,-0.4626,-0.1269,-0.7477,-0.8122
1173,0.0224,0.0563,9.8063,0.2896,0.3591,-0.2419,30.069,-9.9515,37.9668,1.0041,0.6714,-0.1886,-1.0701,-0.2294,1.0064,-0.2872,-0.7198,-0.9375,-0.7211,-0.2318,-2.0411,0.2643,-0.4002,-1.5249
1183,-0.1065,-0.0448,9.7808,-0.1431,0.3008,0.7712,30.1397,-10.6811,40.9117,0.7913,0.5232,-0.3084,0.3475,1.9031,0.7937,1.9533,0.6094,-1.0545,1.0528,0.4166,0.2827,1.8795,-0.6085,-0.0677
1199,0.0776,0.0523,9.865,-0.3846,0.1502,-0.3399,30.0515,-10.285,40.8888,-1.4164,1.2234,-0.8521,-1.204,-0.1833,1.975,0.792,-0.8086,-1.0075,0.4618,-1.1811,0.0701,-1.2979,-2.1053,2.7611
1210,0.0102,0.072,9.7726,-0.0423,0.4791,-0.0592,29.732,-12.1013,40.0521,1.7293,-1.3417,0.5677,0.8574,-0.785,-0.5971,-0.165,-1.4382,0.7622,-2.0874,-1.8141,1.119,-2.2505,-0.9722,-0.4271
1221,-0.018,0.0857,9.8127,1.0924,0.1188,-1.1046,29.5243,-10.1344,39.3531,0.201,-1.6374,-0.4867,-0.1103,-0.311,1.0323,1.1278,0.3233,1.7488,-1.1445,-0.4796,-0.4984,0.7867,-0.1712,0.6056
1232,0.0005,0.0654,9.8276,-0.0601,-0.0427,-0.3087,31.1154,-9.9644,39.6202,0.3166,-0.8907,-1.7273,0.1836,2.1802,0.1228,0.3536,-0.4241,0.6401,-0.8279,1.8914,-0.5744,1.0077,0.6439,0.5125
1244,-0.023,0.1671,9.7561,-0.1621,0.4005,0.63,30.4804,-8.6811,41.5012,0.107,-1.4816,0.5913,-0.5312,0.2016,-0.6676,-0.9025,-0.689,0.0995,-1.9759,0.2454,-0.8093,-1.3151,0.6926,0.7329
