seq,time_us,ax,ay,az,gx,gy,gz,mx,my,mz,roll_gyro,pitch_gyro,yaw_gyro,roll_cf,pitch_cf,yaw_cf,roll_ekf,pitch_ekf,yaw_ekf,roll_madgwick,pitch_madgwick,yaw_madgwick,roll_mahony,pitch_mahony,yaw_mahony,drop_flag
23,254000,0.0013,-0.0434,9.7993,0.8247,-0.3407,0.0527,30.631,-8.7695,38.7546,0.033,-1.0018,0.4611,-0.8309,-0.5826,0.45,2.8906,0.2254,-0.5215,-1.0132,0.7239,-0.4232,-0.1128,2.8151,-0.9839,0
24,264000,-0.0987,-0.0434,9.7598,0.4441,-0.3844,-0.1238,29.7817,-7.8514,41.7228,0.1596,-1.3016,-2.0589,0.0923,0.6356,0.1838,0.5864,-0.135,-0.1889,0.0939,0.0072,0.0593,-0.3173,0.6184,-0.6626,0
25,275000,-0.0109,-0.0699,9.7556,0.736,0.6666,-0.3872,30.1197,-11.2507,39.5652,0.9733,0.7786,0.5138,0.7212,1.0366,-0.1362,3.498,0.1169,-2.7654,1.068,0.1384,-0.5512,-1.4113,-0.419,-2.9861,0
26,286000,0.0071,0.1114,9.8571,1.3458,0.1637,-0.577,29.7148,-8.464,41.1145,-1.7701,0.224,1.4908,-1.6261,-2.1177,0.6309,0.8002,-0.5779,0.6552,-0.7354,0.7996,0.1088,-0.3452,-0.3196,1.9185,0
27,296000,-0.2116,-0.0603,9.7527,0.7291,-0.0323,0.0394,30.3462,-10.613,40.3124,-1.3589,2.2715,0.2405,0.5242,0.0687,-0.0316,-1.6082,2.0323,-1.6312,-0.4751,1.6082,-0.5066,0.4332,2.2005,-1.1508,0
28,307000,0.1144,-0.122,9.745,-0.2185,-0.2594,-0.8181,29.9681,-9.677,37.1958,0.5969,2.0621,-0.5629,0.669,1.0237,-0.7258,1.3885,0.9334,-0.9581,-0.4815,-0.8345,0.0969,1.069,-0.8037,-0.2672,0
29,318000,0.1281,-0.0287,9.7647,-0.3635,0.2919,0.3664,28.6415,-10.9535,39.369,0.2697,-0.8025,-0.9955,-0.5267,1.0529,1.288,-1.202,0.254,1.5172,-1.0488,0.3055,-2.7664,-1.2274,0.5427,1.0913,0
30,328000,-0.0686,0.097,9.8132,-0.0622,0.0603,0.0025,30.0359,-11.235,39.0938,1.6519,1.2723,-1.0193,0.7252,0.6476,-0.0323,0.0688,0.8505,1.6969,0.0341,-0.9421,-0.0136,-1.0725,1.0938,1.2359,0
31,339000,0.2596,-0.0044,9.89,0.1869,0.7817,-0.558,29.5934,-8.5535,40.2965,-1.8479,-0.1597,-1.1724,0.5142,-1.7609,-0.6133,0.1662,-0.7426,0.9217,-0.4682,-0.1041,0.6762,-0.6784,-0.9143,-0.0837,0
32,350000,0.1203,0.0451,9.8127,-0.6181,0.6231,0.0764,30.2185,-11.7907,40.7907,2.6766,-0.2117,0.2831,1.2327,-0.5338,-1.094,1.887,-0.0609,-0.4274,0.4294,-1.7906,1.7868,-0.9881,0.5354,0.9614,0
33,360000,-0.0761,0.1013,9.8335,0.2021,-0.1582,0.1514,30.2781,-11.7501,39.4061,-0.242,1.2514,-0.386,0.0442,0.897,0.4741,-0.9147,0.0201,-0.9657,-1.4991,0.2805,-0.7518,-0.7489,-0.1476,1.3726,0
34,371000,-0.0602,-0.1014,9.7651,0.1732,-0.3457,0.4799,30.4741,-10.2267,38.6271,0.1712,0.1086,0.4691,-1.0571,-0.6474,0.364,0.5476,0.4579,0.2152,0.3322,0.2888,0.3598,-0.021,-0.3469,-0.0809,0
35,447000,0.0259,-0.0057,9.7874,-0.2034,-0.0952,0.0394,30.2499,-11.5425,38.8018,-0.1253,-2.3412,0.4168,0.7906,0.3174,-1.0773,-1.8118,1.0678,-0.986,-0.2173,1.059,-0.7179,0.8726,0.7548,-0.1905,0
36,484000,-0.0297,-0.1254,9.8361,-0.1612,0.3762,-0.2317,30.3466,-10.3767,39.6867,-1.647,-0.8726,-0.9551,0.6382,0.7254,-0.127,1.9986,0.1758,1.835,-0.6657,0.0225,-0.2569,-0.0782,0.2349,0.6599,0
37,494000,-0.1155,0.0994,9.8026,1.1333,0.1915,0.5905,32.7335,-9.9211,38.5527,0.3972,0.1098,0.2288,-0.0132,-0.772,1.0042,-1.5372,-0.9735,0.6331,-0.666,0.4247,0.7704,1.5174,0.1063,0.7517,0
38,505000,-0.1218,-0.1285,9.8429,-0.5531,0.269,0.1089,30.3821,-8.6238,41.5846,-2.5329,0.0327,-1.0881,-0.1978,-0.9582,-0.4866,-0.2557,-1.0792,-0.499,-0.3415,1.5772,1.884,0.0822,1.6157,0.4637,0
39,515000,0.0698,-0.1547,9.7447,-0.3037,0.5959,0.3832,31.6378,-9.1321,39.9093,0.4365,0.4425,-0.1551,-0.1523,-0.9477,1.3247,0.0937,0.2249,0.8967,1.1066,0.4452,-0.5972,-1.6733,2.3015,-0.0458,0
40,1011000,0.0804,-0.073,9.7221,0.7235,-0.1743,0.2851,30.5471,-10.8063,38.275,-1.0148,0.2011,0.5232,0.1974,0.3211,0.4224,-0.2374,-0.0031,-1.9372,-2.4322,0.821,-0.8371,1.5863,0.0729,-1.1043,0
41,1022000,0.0958,0.0418,9.7867,0.1281,0.298,0.1955,30.4368,-10.759,39.3645,-0.3534,0.0673,0.3878,2.0997,0.3749,0.4305,0.6775,1.2013,-1.7456,0.5862,-1.3206,-0.7226,-0.4748,0.0403,0.5458,0
42,1032000,0.0441,-0.0451,9.792,-0.4811,-0.4669,0.0742,28.8602,-10.8576,40.1224,0.7381,0.683,-0.8693,0.1986,1.1832,-0.7455,1.8193,-0.3979,-0.2997,-0.8839,-0.2289,-0.1825,0.2396,0.3507,0.9203,0
43,1044000,-0.0695,-0.0795,9.7902,-0.1257,0.1547,-0.0188,30.3301,-10.2998,40.2633,-0.3381,0.1526,-2.3173,-1.4606,-1.1704,0.0299,-1.5328,-0.2685,-0.2294,1.4958,-1.682,1.5437,1.2277,-1.8493,-0.8633,0
44,1054000,-0.076,0.0587,9.7753,0.1369,0.2283,0.5652,29.2384,-10.2258,39.2669,-0.9089,1.8343,0.0184,1.9447,-0.4062,0.2284,-0.4256,-0.6299,-1.9106,0.7739,-0.8342,-1.3399,-0.5714,-0.5434,-0.3755,0
45,1100000,-0.0316,-0.0487,9.8594,0.846,-0.8257,-0.1026,31.1625,-10.4225,40.7123,0.2072,-0.9016,-0.9327,0.5785,1.2011,-1.0933,-0.1291,-0.909,0.4785,0.6958,1.2629,0.9366,0.0552,1.8014,-1.0734,0
46,1285000,0.0149,-0.1403,9.806,-0.6585,-0.5047,-0.2329,33.084,-11.6442,38.2896,0.306,0.5428,0.5352,-1.2841,-0.3503,0.3854,-2.3992,0.1089,0.5074,1.2824,-0.8239,-0.78,0.7846,0.478,0.0435,0
47,1295000,-0.0703,0.1054,9.7882,-0.1142,0.2563,-0.9487,31.1199,-9.6936,40.6742,-0.5884,0.6544,-0.2524,-0.3277,0.6909,0.089,-0.6292,-0.5918,0.2576,-0.341,0.018,-1.4878,1.5745,-2.3896,-0.0717,0
48,1306000,0.1082,0.1599,9.8077,0.5875,1.2601,1.6047,31.0721,-9.1732,38.7771,0.9037,-1.3167,1.106,1.2172,-0.6198,-0.3451,-0.6652,0.183,-0.7239,1.4577,-0.0616,0.2764,0.6212,-1.807,0.6884,0
49,1763000,0.0232,-0.147,9.8773,0.2457,0.1928,-0.1846,30.8037,-11.5068,40.5517,1.7761,0.4872,0.2707,0.0404,1.2421,0.0211,0.3877,-0.4873,0.106,1.4315,-0.3584,1.2562,-0.1943,1.4552,-2.5079,0
50,1787000,-0.1308,-0.0434,9.8197,-0.1111,-0.2759,0.2633,31.6361,-8.7625,38.1807,-0.1548,1.7936,-0.757,0.1783,-0.8667,-0.2557,0.6309,-1.7408,0.6494,-1.4863,1.1092,0.15,-0.5702,0.8333,0.5566,0
51,1798000,0.1479,-0.2096,9.7395,0.7393,0.0632,0.716,29.7949,-10.2589,41.0887,-0.242,1.4815,-0.8513,-0.5208,0.5204,-0.0447,1.2252,0.2593,-1.2262,0.8586,0.4939,0.7191,0.416,1.0654,1.63,0
52,1836000,-0.0989,0.0303,9.7841,-0.2434,-0.4347,0.104,30.1887,-11.2068,40.4036,0.023,0.6143,0.1159,0.9454,-1.382,-0.0234,-1.5197,0.2207,2.2004,0.0545,-0.1409,-0.626,1.3807,1.5677,-1.2378,0
53,1852000,-0.0269,0.0275,9.7421,-0.238,0.4248,0.3984,30.3621,-10.7951,39.8235,-0.6194,0.673,-0.9511,0.5954,0.0206,-0.5154,-1.1829,0.0878,-0.9404,-0.653,0.4625,-0.5008,0.2208,0.3744,-0.733,0
54,1863000,-0.0962,-0.2396,9.8261,-0.1418,0.0112,0.421,29.938,-8.1544,40.4833,-0.5665,0.1916,-0.6601,-0.2554,1.3999,0.883,0.6607,-1.4096,-2.2605,0.0595,0.8058,0.43,0.9098,-2.3241,-1.6745,0
55,1886000,0.034,0.0538,9.8859,0.2852,1.0593,0.0325,29.59,-9.0828,38.332,0.0226,0.0562,0.3303,-1.1955,-1.2781,0.2987,1.8669,-0.7193,-1.0551,-0.0073,1.0095,-0.6004,-0.83,1.0035,1.3797,0
56,1900000,0.0607,0.1212,9.7588,-0.0963,-0.7293,0.1382,30.0089,-10.7805,38.1156,0.507,-2.1619,-0.4648,-0.5861,1.0612,-1.1553,1.078,0.2438,0.3615,-1.2937,0.1312,-0.9874,-0.4607,-0.8621,-1.8777,0
57,1910000,0.1581,-0.0894,9.7227,0.1592,-0.0888,-0.4202,29.3426,-9.9117,40.5291,-0.429,0.3598,-0.5021,0.1731,-0.3578,-0.8212,0.1923,1.0519,1.8286,-0.414,1.3523,0.791,-0.5391,0.5084,2.0408,0
58,1921000,0.0622,0.0404,9.764,0.641,-1.237,-0.1247,30.1848,-9.9463,42.3767,-0.752,0.4782,0.6517,0.8122,-0.6295,-0.3452,0.3874,0.6674,0.7674,-1.7684,-0.1121,-1.0542,-0.7804,-0.8775,-0.6006,0
59,1933000,-0.0597,-0.1757,9.7941,0.1194,-0.8117,-0.5259,29.769,-10.5426,39.6842,1.7151,0.3538,0.7756,-0.0191,0.1328,0.0224,-0.888,-0.5567,-1.3772,-0.4882,-0.6048,2.1023,0.3142,0.2188,0.5211,0
60,1944000,0.1531,0.0869,9.7478,-0.0056,1.1664,0.303,28.4199,-11.5363,38.9509,1.4561,-0.0263,-0.1508,2.9027,-0.4179,0.2378,-0.8265,0.8252,0.7705,0.3595,-1.0262,1.8238,-1.7139,-0.8712,0.4694,0
61,1955000,-0.0221,0.0878,9.8806,1.0071,0.4211,0.2035,29.8681,-9.5024,39.133,0.5735,-0.5417,0.4748,0.4806,-0.3146,-0.6343,0.2353,-0.555,-0.9686,-0.3706,0.2853,0.4899,1.1321,1.7083,0.3214,0
62,1965000,-0.0584,0.0963,9.7764,-0.0338,0.78,0.4771,29.6119,-10.0277,39.813,-0.395,0.6622,0.3688,-0.2803,-0.46,0.662,-0.8512,-0.2398,-0.6933,0.097,1.0115,1.0661,-0.0464,-0.0605,0.1431,0
63,1989000,0.0704,-0.0632,9.7465,-0.209,-0.474,-0.8794,31.2131,-11.665,38.911,0.3265,0.6079,-0.4994,1.8178,0.6207,-0.6264,0.1881,-0.5266,0.7564,0.6863,0.9556,2.5954,0.3401,-0.9315,0.1784,0
64,2007000,0.05,0.1292,9.8656,0.2228,0.1682,-0.37,30.633,-8.6793,39.4573,1.0075,1.5301,1.0845,-0.0971,-0.1059,0.6262,-1.4894,-0.716,0.3176,-0.2935,1.9692,-1.455,0.0831,0.5935,2.3235,0
65,2019000,-0.2727,0.0042,9.6982,-0.6449,1.0249,0.0628,29.7646,-11.7811,40.5629,0.5648,-1.3469,-0.0097,1.1957,0.2672,1.7109,-0.2436,-0.1105,-1.789,-0.4036,0.6798,0.2177,-0.1728,0.0204,0.9413,0
66,2029000,-0.0596,-0.0031,9.7524,0.3834,-0.2231,-0.0781,29.8176,-10.9315,41.1781,-1.1844,-1.0244,1.1197,-1.1884,-0.6631,0.7693,0.4822,1.6699,0.58,0.532,-1.0762,-0.8389,1.7974,-0.6673,0.7405,0
67,2040000,0.0428,-0.025,9.7961,-0.4099,-0.3994,0.3587,32.6025,-11.169,39.23,-0.5868,0.5916,0.8123,0.7191,-0.0216,0.2241,-1.7196,-1.9593,-1.0965,-0.324,-0.3491,1.425,-0.4272,-0.4781,-0.1497,0
68,2051000,-0.0368,-0.1319,9.8403,-0.1823,0.4661,-0.4769,30.0199,-10.0566,40.2036,-0.8957,1.0181,0.9566,0.4168,0.0775,-0.3186,1.1867,0.607,-0.1832,-0.1524,2.0382,-1.9321,0.5887,0.9151,0.141,0
69,2061000,-0.0009,0.1094,9.8007,0.1538,0.6192,-0.2036,28.9725,-10.927,41.2758,-0.5184,0.8597,-1.0255,1.2254,-0.9452,0.2144,0.0294,0.5628,-0.0046,-1.1864,-0.6031,-0.2045,-0.6677,2.5707,-0.4316,0
70,2071000,0.0377,-0.0291,9.8419,-0.2389,-0.5387,-0.7798,28.8989,-7.9156,39.6848,0.1422,0.0119,0.1963,-0.6338,-0.2323,-1.9467,0.7652,0.7013,-0.0433,-0.2703,-0.3445,-1.3768,0.0287,-0.3274,-0.5738,0
71,2082000,0.0873,-0.0208,9.8136,0.5101,0.2289,-0.5472,31.2295,-9.9033,39.3366,-0.4524,0.8817,-1.2082,-0.7409,-0.7104,-0.6175,-0.0226,0.9298,-1.0879,-0.3049,-0.1039,-0.4296,0.4345,-1.1012,-0.1194,0
72,2092000,0.0814,-0.0568,9.8302,0.7807,-0.0746,-0.4279,28.4841,-8.1943,40.0968,-1.4516,-0.0431,-0.28,-0.0954,0.4461,1.3722,0.6402,1.1018,0.0301,0.856,0.088,-1.2654,0.8266,-1.1897,0.2693,0
73,2103000,-0.0317,0.2318,9.7558,-0.6162,-0.166,-0.2314,29.246,-12.0836,40.4725,-0.8383,-0.1473,-1.0619,0.3682,1.0773,1.7123,0.1078,1.4996,-0.6079,0.4822,-0.1952,-0.9263,-0.3575,1.2781,-0.2532,0
74,2116000,-0.0003,-0.0438,9.8559,-0.8163,-0.2649,0.0284,29.9328,-9.1064,40.0158,0.2977,-2.4509,-0.8971,0.4397,-0.0786,-0.6428,0.6887,0.8085,-0.7345,-0.3049,-1.7239,0.9973,0.0741,0.4996,2.2098,0
75,2127000,-0.006,0.0819,9.7891,0.7421,0.3764,-0.063,30.2648,-8.5436,40.5712,0.083,-0.8419,-0.9886,2.4845,-0.8554,-0.8894,1.0172,-0.0727,-0.1097,1.6703,-0.9581,-0.2438,-0.3183,0.0447,0.983,0
76,2137000,0.02,0.0952,9.8188,-0.3422,-0.3054,-0.268,29.5524,-9.6774,41.7718,0.3612,-0.8063,0.5308,0.3308,0.3117,0.4249,-2.091,-1.5683,1.1334,0.7616,0.3292,1.5912,0.3082,1.2784,1.1234,0
77,2148000,-0.0489,-0.2547,9.8441,1.3072,0.4154,-0.2002,29.6731,-8.9656,41.073,-0.2276,-0.403,-0.4081,-0.505,-0.3083,-1.4256,-0.4401,0.0681,0.2551,-0.4167,0.8071,0.7997,-0.1449,-0.9402,-0.2803,0
78,2158000,-0.1163,-0.1051,9.7621,0.6761,-1.002,-0.0679,29.5078,-9.4218,39.9799,1.5824,1.5097,-0.515,-1.3482,1.9388,0.5712,-1.8409,-1.2007,0.3223,-0.5963,-0.4193,-1.2567,0.305,1.4585,0.6311,0
79,2168000,0.1703,0.0513,9.742,0.1617,0.6987,-0.122,30.3704,-10.0449,38.4319,0.7568,1.385,0.6167,-0.7685,0.3403,0.9971,1.588,-0.2728,-0.8525,-2.6315,0.7393,-1.7768,0.1626,-0.7634,-2.5753,0
80,2179000,-0.1872,-0.1743,9.8179,0.1552,0.1388,0.2786,30.2148,-9.587,39.9715,0.7869,0.1639,-0.5153,-2.3141,-0.4551,-0.8317,0.4037,-2.0883,-0.0649,0.8786,-1.571,0.1506,-1.3724,-1.3946,-0.3962,0
81,2190000,-0.0684,-0.1111,9.7523,-0.0181,0.5143,0.6204,30.0779,-9.2702,39.7968,-1.0846,0.4328,0.4664,-1.2002,-0.3289,0.4681,0.5082,1.1277,-0.893,0.9506,0.4717,0.2358,1.9288,-1.3898,0.9044,0
82,2200000,0.0989,0.0503,9.8941,0.1976,0.2194,-0.0071,29.5293,-9.5552,39.7431,-2.5396,0.4018,-0.6204,1.7472,0.6199,0.0032,-0.4475,0.6715,-0.3764,-1.9042,0.3921,-0.1732,1.8367,-0.42,-0.2892,0
83,2211000,-0.0619,0.039,9.7807,0.3219,-0.464,-0.0015,32.1337,-9.8164,39.985,-0.0795,1.57,0.2587,1.918,-0.0422,0.7391,0.4006,-0.5155,-0.3017,-1.98,0.368,0.8449,0.4377,0.1508,-0.6604,0
84,2221000,0.0012,0.0776,9.8318,0.859,-0.477,0.1599,29.492,-9.7091,38.8288,-0.1712,0.9171,-1.2539,1.4012,0.0942,0.0648,-0.0483,1.0082,-1.7876,1.269,-0.6859,-0.5274,-0.0521,0.4109,-2.5794,0
85,2232000,-0.0945,-0.0228,9.7387,0.2521,0.288,-0.4808,30.9414,-11.2525,41.3117,0.6205,0.3375,-0.3125,0.4239,-0.5628,-2.0793,-0.4359,2.4031,0.172,-0.9906,-0.7519,-0.3521,-0.7009,-0.2941,0.7137,0
86,2242000,0.0626,0.1178,9.8514,0.6513,0.1102,0.103,30.0289,-11.5606,39.7825,0.6011,0.8284,0.2361,2.0662,-1.2343,1.7976,-1.6543,0.1512,0.837,0.5463,-0.9572,-0.6464,0.9786,0.2578,-0.379,0
87,2252000,0.133,-0.1211,9.8278,0.4032,0.57,-0.073,28.3777,-10.0366,40.7199,-0.743,-0.897,-1.7072,0.3666,0.6489,0.0614,-0.8513,-0.4224,0.2996,-1.8738,0.4903,-1.2497,-0.6821,2.6049,-1.4642,0
88,2263000,0.0386,0.1257,9.7398,-0.1098,0.7348,0.2156,30.4845,-8.3209,41.4208,-0.1226,0.0943,0.5852,-1.3825,0.6902,-1.057,0.6445,-0.2615,-0.0859,-1.161,1.3315,-0.6129,0.7879,0.294,0.4778,0
89,2291000,0.0035,-0.0571,9.8683,-0.7684,0.5463,0.3859,31.0928,-9.9785,40.5923,0.7907,-0.9742,0.4597,-1.0685,-0.2493,-0.0217,0.756,0.8197,0.2288,0.0238,0.0067,-0.3866,-0.7437,-0.4494,0.4566,0
90,2303000,0.0194,0.0004,9.8481,0.0499,0.1803,-0.072,30.5007,-8.9135,39.229,0.1854,-2.3795,1.5002,-0.5968,-1.3629,-0.1614,0.5538,-0.4333,0.1215,-1.1383,0.4024,0.5346,-1.5906,-0.3217,-0.1599,0
91,2314000,-0.0359,0.0879,9.8288,0.3751,1.7517,-0.2629,28.3719,-11.0819,40.9392,-1.7062,-0.2233,-0.3759,-0.0956,-2.3671,0.5946,-0.2493,0.817,-0.3082,-0.6739,-0.019,-0.7192,1.2311,2.1511,-0.6061,0
92,2324000,-0.0024,-0.0201,9.7409,-0.306,0.3553,-0.2146,27.7817,-9.6408,40.1195,0.8189,1.0769,-0.6798,-1.0985,1.168,0.0216,-1.2157,-0.6528,-1.2009,-0.3763,-0.8341,1.2816,0.0772,-0.5579,0.0301,0
93,2338000,-0.0227,0.1842,9.8041,-1.4502,-0.5593,-0.3838,27.8892,-9.1266,41.6308,0.3708,0.1122,0.4801,3.0959,0.2853,-2.296,0.6848,-0.0705,-1.9422,-0.6119,-0.275,-0.64,1.2103,0.1508,-0.0304,0
94,2348000,0.082,0.1086,9.8105,-0.2623,-0.8433,0.077,29.3553,-9.7038,38.9832,-0.2645,1.1438,-0.5299,0.3266,0.7032,0.0045,-1.6369,-0.5952,-0.6209,0.1463,-0.0935,0.8848,0.0149,0.5756,0.7491,0
95,2359000,-0.0251,-0.0624,9.8378,-0.0138,0.0605,0.9553,31.9459,-9.6035,41.3215,-0.4124,0.8354,1.7582,-0.3389,0.7875,0.4639,-0.7611,0.4896,1.4832,0.5479,-0.2619,-0.5248,0.1837,-1.0273,1.5605,0
96,2371000,-0.064,0.0831,9.7243,0.2575,0.352,-0.4193,30.3508,-10.2445,38.979,-0.6376,1.461,-0.483,0.0051,0.3186,-0.0622,0.9055,0.1408,-0.3746,-2.4222,-0.434,-0.5092,0.6576,0.9412,-0.4705,0
97,2383000,-0.1456,-0.1893,9.6975,-0.4586,-0.4866,-0.3477,29.9202,-10.3263,42.1077,-0.1402,1.5802,1.3431,1.5966,-0.9513,1.8477,0.9245,-0.2238,-2.9533,1.0568,0.7012,-0.2306,-0.1965,0.6058,-1.292,0
98,2394000,-0.0717,-0.1874,9.8039,0.052,-0.5751,0.3348,30.7711,-8.0607,38.8531,0.4409,-1.9726,0.7604,-1.1731,0.4663,0.3116,-0.5183,0.4023,1.1377,1.6752,-0.3965,0.2265,0.599,0.0063,-0.0477,0
99,2417000,0.0101,-0.1059,9.8165,-0.7419,-0.8421,0.6122,30.8266,-10.7253,40.1311,0.0413,-2.032,0.0403,2.4366,0.1939,0.8205,-0.226,-1.1668,-0.5531,-0.4208,2.9595,-1.0615,0.3944,0.895,-0.9884,0
100,2427000,-0.1087,-0.0404,9.7835,-0.1418,0.3957,-1.01,30.7724,-9.3413,40.4626,-1.6857,0.2723,-1.5229,0.2439,-0.3845,-0.3625,-0.4469,-0.8669,-1.919,-0.9889,1.3364,0.5279,-1.0283,0.1228,0.8636,0
