time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,roll_cf,pitch_cf,yaw_cf,roll_kf,pitch_kf,yaw_kf
284,0.0002,-0.0763,9.7619,-0.035,-0.0491,0.1123,29.4283,-9.1235,39.8576,-0.7455,-0.853,0.7783,0.5486,-0.9776,0.5784
296,-0.0982,-0.0649,9.7577,-0.4986,-0.0309,-1.0229,30.7309,-10.9223,39.269,0.9589,2.409,0.7914,0.0412,1.0225,0.7165
307,-0.1374,-0.0236,9.8158,0.3224,0.5666,-0.0732,30.7785,-9.5926,39.728,-0.0692,-0.3554,1.7628,0.566,0.0881,-0.6824
318,0.0085,-0.0771,9.8178,0.2027,-0.2615,-0.1,30.5332,-10.9035,39.2828,-0.8109,-0.6119,-1.346,2.115,-0.3362,2.6414
336,0.2529,0.1703,9.9057,0.4987,-0.296,-0.4368,28.8639,-11.6628,37.9822,-1.7947,0.0379,1.123,0.448,-0.7279,-0.3995
346,-0.044,-0.1319,9.7628,0.6263,0.1664,-0.0878,29.4915,-8.3961,38.4517,0.1571,-1.9251,-0.0432,-2.6338,0.5763,-0.4365
357,0.0832,0.0747,9.8276,-0.1228,-0.5814,0.4992,30.137,-9.8017,40.5703,0.8624,-0.9752,-0.1164,-1.2139,-1.2851,-0.9618
367,0.0595,0.1689,9.8475,0.5667,1.101,-0.1538,30.3982,-9.1477,40.0983,-0.0395,0.325,-0.1299,-0.8228,-1.0929,-1.1767
378,-0.0385,-0.0681,9.767,0.0929,1.0734,0.0374,30.3115,-10.9998,39.9043,0.032,1.5723,0.9311,0.2592,0.3663,0.2689
390,0.1343,-0.061,9.8322,-1.0424,0.2193,-0.7111,29.0957,-10.0413,39.5251,-0.1178,0.2219,1.0416,-0.2037,-0.6587,-0.8154
403,0.1278,-0.0106,9.8258,-0.0298,0.4542,-0.0097,28.0963,-11.6521,39.5401,-0.1096,1.1879,0.3248,-0.2846,0.8213,-0.4624
416,-0.0652,-0.0622,9.8217,0.6101,-0.0426,-0.6527,30.4741,-11.5614,39.5455,2.1434,-0.4731,0.3467,0.8138,1.0067,0.5492
427,0.0216,0.0838,9.829,-0.2029,-0.0246,0.3838,27.9885,-9.4846,41.0448,-0.2418,-0.6121,-1.4772,0.5327,1.3256,0.3765
437,-0.0698,0.2232,9.7471,-0.1917,0.0835,-0.5817,28.8067,-9.8442,40.1027,-0.1157,0.5684,-1.02,0.147,0.7038,-0.1228
447,-0.0016,-0.0262,9.8121,0.2772,-0.9118,0.0562,30.3817,-8.8588,38.0002,-0.7567,-0.4638,0.1721,0.0233,-1.5649,0.4642
458,0.1932,-0.0051,9.8214,-0.5856,-0.0015,-0.4002,29.084,-10.079,38.7049,-1.1232,-0.2926,-0.2985,0.6015,-0.4453,0.2547
476,0.0445,-0.1956,9.8465,-0.5141,0.7685,0.3465,30.6571,-9.7146,39.9506,-0.5198,-1.3499,0.1558,0.2875,1.7026,-1.3104
487,0.0194,-0.0793,9.7856,-0.0397,-0.6814,-0.5836,30.9593,-12.4398,40.3417,0.2041,1.0582,-0.1693,0.1672,0.694,1.2063
498,-0.0699,-0.0523,9.8474,-0.1053,-0.3493,-0.1891,30.678,-10.0632,39.3026,0.3664,0.1569,-0.6292,0.7095,0.6812,-1.1026
510,-0.0258,-0.0613,9.7908,-0.3809,-0.6144,0.4831,29.8018,-10.101,40.358,1.5082,0.8555,-0.2244,-0.49,-1.6348,0.0708
521,-0.0821,0.0357,9.807,-0.0844,-0.4967,0.3022,30.1491,-9.7126,38.7935,-2.7156,-0.4721,0.2352,-0.2834,2.1858,0.003
531,-0.0359,-0.0627,9.7555,-0.0113,0.1689,-0.4237,30.9311,-9.8432,42.4551,-2.8119,-0.0289,-0.282,-0.4973,-1.1612,-1.7616
542,0.0078,-0.1081,9.7541,0.1969,0.9906,0.3784,29.5415,-9.7525,38.8817,0.89,-1.0605,1.1118,0.5329,0.8482,1.3819
552,-0.1018,0.0571,9.7962,-0.6743,0.124,0.1542,31.02,-10.4601,40.229,0.9429,-0.8521,-1.5367,0.1684,-0.4194,-0.146
562,0.1249,-0.0484,9.7754,-0.1644,0.4931,0.2666,29.5653,-8.6869,40.2214,0.1786,0.7186,1.5871,-0.239,1.5432,-0.0154
573,-0.0893,0.0327,9.8222,0.0304,-0.288,0.074,31.2588,-9.9308,39.8809,-0.8375,0.9464,0.5816,-1.5424,-1.1225,0.5797
591,0.0494,0.0789,9.7338,-0.6746,-0.119,-0.5105,27.7751,-8.7349,39.7361,1.1661,2.6269,-0.4153,0.4346,0.8126,-0.3745
606,-0.0126,-0.0429,9.8212,-0.2797,0.1837,-0.889,30.7136,-8.3997,39.9633,0.7874,0.8533,0.885,-0.4924,0.102,-1.0343
617,-0.0539,-0.0491,9.7884,0.3091,0.1784,0.474,29.5326,-11.2719,40.7703,1.1645,-2.6839,1.0058,0.4316,-0.0377,0.7445
628,-0.1074,0.0909,9.78,0.2692,-0.6056,0.7102,29.9878,-10.118,41.0575,0.4782,-2.926,-0.7015,0.9122,-0.0945,-0.5589
640,0.0829,0.0193,9.7007,0.6937,0.4379,0.6684,28.9228,-10.6078,41.8651,-1.048,0.8412,0.3081,-0.0093,-1.5758,-0.9547
650,0.0817,0.0881,9.7369,0.4461,0.8699,0.3363,28.2757,-11.3567,39.5723,-0.0143,-0.1331,2.1872,0.7486,0.5138,-0.1081
660,-0.2752,0.0059,9.7837,0.7034,0.072,0.0856,29.5542,-9.5569,38.2961,-0.8495,0.068,0.9671,-0.7721,-0.2683,0.1378
671,-0.1027,0.0492,9.8241,-0.4654,0.0687,0.3067,30.3317,-9.9455,41.5423,0.41,0.7911,-1.7045,0.1304,1.0651,-0.9987
681,-0.0116,-0.0492,9.8263,0.1088,-0.5003,-0.1503,29.6597,-9.9965,42.0211,-2.1573,-1.3589,0.1422,0.7295,0.4617,-1.1828
692,-0.0622,0.0204,9.8205,-0.1895,0.4325,0.2281,29.8531,-8.5631,41.2598,-1.6526,0.8599,-0.093,-0.1333,1.6915,0.2633
702,0.0178,-0.0234,9.8165,0.3574,0.0357,0.4635,29.9738,-8.4207,39.4323,0.0224,-1.9286,-1.1725,-0.2299,-0.4247,-0.4048
712,-0.01,-0.0145,9.7236,-0.1941,-0.0241,-0.8273,30.5956,-9.7983,40.0486,0.6143,1.443,0.8782,0.6176,-1.3733,-1.9438
724,0.0176,0.0113,9.8344,0.1265,-0.5935,0.4691,28.5935,-10.1438,37.4288,0.4565,0.7079,2.6236,-1.0326,0.1116,1.4473
739,-0.0847,-0.0353,9.8825,-0.0206,-0.5236,0.2597,29.8483,-9.557,38.3987,-0.785,-1.4163,-0.3785,1.3664,-0.2963,0.0443
751,0.1027,-0.1291,9.833,-0.2445,0.3756,0.1917,29.5646,-9.9647,39.5096,1.7288,-0.0706,0.1475,2.7293,1.6253,-1.3152
763,-0.2474,-0.0576,9.8088,0.1309,0.0289,-0.9407,28.8108,-10.7361,40.2166,-1.305,-1.7822,-0.0862,1.0685,-1.495,-0.24
773,0.1008,0.0441,9.7934,0.3913,-0.2786,0.0478,30.3133,-8.1659,41.4521,0.4407,0.3642,0.8794,-1.0913,0.0482,-1.1326
783,-0.0064,0.0448,9.7844,-0.1007,-0.2713,0.0415,28.364,-10.1007,41.3504,1.1966,0.6151,-0.1701,0.0439,-0.1611,-0.9822
794,0.0191,0.0286,9.7435,-0.2108,0.1139,-0.5387,29.957,-10.351,40.5149,0.2941,-0.2519,-1.1046,-1.3425,0.4651,0.3518
804,-0.0016,-0.0619,9.7851,-0.4981,0.2602,-0.4192,29.6734,-9.2617,41.8141,-0.8732,-0.0809,0.376,0.4987,-1.0667,0.925
814,0.1324,-0.1926,9.8336,1.2546,0.2707,0.5103,28.2006,-8.7563,38.2676,0.7715,0.3449,1.8101,0.868,-0.9331,0.1261
834,0.1312,0.0145,9.7487,-0.0025,-0.254,0.0572,29.8195,-9.8395,41.3404,0.4374,-1.0742,0.7161,-1.9064,2.3229,1.2203
844,0.0184,0.0618,9.7893,-1.0974,0.6765,-0.5853,29.5254,-7.3535,40.6191,-1.9397,-0.3398,-0.6062,-1.7973,-1.5759,2.2978
855,0.075,-0.02,9.8066,-0.8606,-0.1232,-0.2969,31.1049,-8.8656,40.6381,0.9082,-0.867,-1.2798,-0.2556,0.7692,-1.7885
866,0.0213,-0.0023,9.743,-0.8354,0.241,0.3558,30.9693,-8.1151,40.7332,-0.0251,0.7647,1.3512,0.876,-0.8904,1.4504
877,-0.1481,0.1029,9.7759,-0.5811,0.8721,0.1575,29.5582,-9.1909,41.4522,0.8258,-1.3031,0.1345,-0.5472,0.5274,0.4924
887,0.0282,-0.0147,9.8553,-0.0427,0.5418,-0.3329,28.9392,-11.1694,39.7601,-1.1061,-2.4582,-1.0918,0.0066,-0.8559,2.3249
898,-0.023,-0.0476,9.8069,0.0842,-0.2813,-0.8138,30.1609,-10.3932,40.9017,2.1505,0.6343,1.1254,0.1718,-0.4237,0.2269
908,0.0104,-0.0641,9.6895,0.574,1.0411,-0.3632,29.9703,-11.0675,39.9988,1.5304,-0.1579,1.1862,-0.3188,2.0654,-0.3754
918,0.0467,-0.0293,9.8381,-0.3958,0.8502,-0.0077,29.6516,-9.398,39.8706,0.7176,-2.0493,-2.206,0.7412,-1.1741,0.4492
929,0.008,0.0434,9.7564,-0.0618,-0.8202,0.8698,29.7007,-11.5225,39.3616,-0.2835,0.9378,0.4948,2.0013,0.7416,-1.9221
939,-0.0604,0.1272,9.7607,0.3163,-0.4779,-0.2065,29.4274,-9.6228,39.1712,-0.0561,1.0298,-1.6108,0.1547,-2.8017,0.5152
953,-0.2233,0.0169,9.8094,-0.0456,0.0082,0.5613,28.8902,-11.5053,42.5555,0.837,-1.6977,-0.88,-0.1851,-0.4186,0.7004
963,0.1358,0.1826,9.7781,0.0105,-0.0848,-0.0488,30.4233,-10.2287,39.7432,0.1192,-0.5355,-0.0379,1.1249,0.4218,-0.9088
975,-0.2476,-0.0519,9.8547,0.326,0.2706,0.5593,28.6087,-9.2519,40.9125,-0.6899,-0.4911,0.7799,-0.0638,0.8849,0.5149
985,-0.1963,0.1255,9.7881,0.5517,0.9441,0.0343,30.1006,-10.0699,39.4548,1.0541,1.0658,-0.7587,1.2462,0.356,1.027
998,0.0056,-0.1378,9.8056,-0.0278,-0.6466,0.902,29.4144,-12.7063,40.2588,1.3414,-2.4338,-0.0116,0.5824,1.7937,0.4345
1009,-0.0401,0.0295,9.8068,0.1357,0.6619,-0.2805,29.0053,-8.5678,41.1969,1.3149,0.411,-0.3588,-1.0329,-0.2739,-0.041
1020,-0.0293,-0.0564,9.7243,0.141,0.1596,-0.4339,29.0219,-12.0919,40.0713,-0.1082,-0.2628,0.5281,-0.2176,0.3943,-1.6133
1030,-0.0575,-0.1207,9.8305,0.5013,-0.5797,0.0923,30.8563,-9.3964,38.351,-0.1985,1.5266,2.4363,0.6447,0.4029,-1.2864
1041,0.0808,0.0406,9.7973,0.332,-0.0577,0.072,30.928,-7.7488,39.9501,-0.6899,0.2831,0.5883,0.1687,-0.1566,1.7559
1051,0.2772,0.0716,9.7451,0.7376,0.5892,0.0487,28.3444,-7.9415,40.2099,-0.6739,-1.7085,-0.9692,-0.1361,0.3044,0.3366
1062,0.164,-0.08,9.7256,-0.1138,-0.4478,-0.0267,30.02,-10.0741,39.7444,-0.0715,-0.1402,0.9469,1.0905,-0.3916,-1.102
1073,0.1196,-0.0173,9.8059,-0.2782,0.3044,-0.1999,31.1269,-10.2248,41.59,0.322,-0.1072,0.6981,-0.3726,-0.519,0.404
1090,-0.0677,0.1123,9.8394,0.1066,-0.0822,-0.2011,30.3111,-11.0683,38.9512,-0.9549,-1.3483,-1.2076,1.0094,0.4483,2.438
1100,0.0026,-0.069,9.8508,0.6657,0.644,-0.2404,30.2753,-11.2,40.9417,-0.0164,-0.0346,-0.9862,1.3694,0.7003,0.3812
1111,-0.0893,0.0737,9.8894,0.0747,0.2533,-0.3625,30.3804,-10.8806,39.0164,0.0465,1.386,1.618,0.4174,0.6276,1.2201
1122,0.0656,0.1322,9.8232,1.0498,-0.3994,0.9608,28.1881,-8.9599,40.3233,-0.5993,0.875,-1.1577,0.2159,-0.0771,1.4087
1133,-0.1219,-0.1181,9.8669,-0.1389,-0.1998,-0.0145,29.5012,-8.7805,41.2383,-0.5338,-0.3914,0.2426,0.9372,-0.7831,1.4709
1143,-0.013,0.0175,9.762,0.3083,-0.5579,1.0085,31.4686,-8.8212,40.2825,1.9653,1.0994,-0.6362,-0.6302,1.0438,-2.4056
1154,0.0729,0.0947,9.7792,-1.2825,0.0609,0.4003,29.3438,-10.8293,40.0671,-0.5936,0.8192,0.6552,0.1232,0.3516,-0.2969
1164,-0.01,-0.0809,9.7194,-0.4194,-0.4945,0.5715,31.5459,-12.5107,39.7999,-1.639,-1.8422,1.5337,0.1535,-2.0192,0.5965
1175,-0.2933,-0.0308,9.9236,-0.7526,0.6578,0.1518,30.6527,-10.8366,41.5992,0.759,1.7629,0.1126,-1.4224,-0.8989,-1.0527
1197,0.0245,-0.0895,9.7701,-0.29,-0.2786,1.1158,31.275,-9.9958,41.1604,-0.8966,0.666,0.1464,0.2328,1.3219,-1.5445
1207,-0.0693,-0.1102,9.6907,0.4445,-0.0032,0.5868,29.2744,-9.2756,41.0,1.3827,-0.8496,0.4616,-0.1489,-0.1726,1.3822
1219,0.0702,-0.1058,9.868,-0.5428,-0.2246,-0.5358,27.0181,-10.3454,40.3191,0.8351,0.0683,-0.4111,1.8124,0.8095,-0.2398
1230,0.0447,-0.0379,9.849,-0.1634,0.4246,-0.5354,30.4983,-9.9067,41.2025,0.2872,-1.4821,-0.6468,1.0843,1.469,-0.1945
1241,0.0838,-0.0441,9.8209,-0.0608,-0.1778,0.6863,31.4321,-9.5094,39.6513,0.1584,0.1212,-0.3187,0.8328,-1.3589,0.45
1251,-0.0013,0.1635,9.7794,0.5555,0.1872,-0.3391,31.0113,-9.13,40.483,0.8309,-0.7384,0.6481,1.2637,-0.866,1.2581
1262,0.0445,0.0492,9.7264,0.1938,0.0085,0.3824,28.1532,-9.7356,39.4291,-0.1392,0.3873,-1.1849,-0.0685,-0.2209,-0.6887
1272,-0.0739,0.1144,9.8333,-0.2217,0.2395,0.3866,30.9864,-9.4868,41.6009,0.4476,-0.6666,-1.1938,-1.1534,-0.2438,1.3665
1283,-0.1111,-0.1744,9.8711,0.0781,0.6792,0.5516,28.2844,-8.6059,41.2729,-0.4816,-0.0278,-1.8758,-0.8356,0.7603,0.6447
1293,-0.0795,0.1638,9.7981,0.0988,0.8568,0.0797,28.7437,-10.2359,41.4555,0.605,-0.6413,0.5691,-0.7158,0.3007,-0.1837
1312,0.0715,0.0209,9.7247,-0.156,0.6922,-0.0221,29.5289,-10.4789,39.2,0.0185,0.6533,-1.0452,-0.4353,1.3106,-1.8103
1323,-0.1099,0.1484,9.7177,0.4992,0.3605,-0.2944,28.9415,-9.9062,39.0875,0.423,0.0407,1.2159,-1.2727,0.4754,0.8071
1333,-0.1029,-0.0994,9.8367,0.0912,0.0426,0.0628,32.9747,-9.0684,41.6646,-0.4134,3.181,0.8488,0.1703,-0.1126,2.7471
1344,0.0029,0.1005,9.8094,-0.2251,-0.2478,-0.0727,31.0063,-9.615,39.7617,1.3175,0.8113,0.4627,-0.0147,-0.2048,-0.7263
1354,-0.0462,0.0177,9.7988,0.1198,-0.3582,0.711,29.5689,-8.9431,41.1647,-0.6753,-1.3509,-0.8673,1.1453,-0.5184,3.7352
1365,0.0458,0.0119,9.7429,0.2384,-0.4999,-0.9198,30.3502,-10.4618,40.1405,-1.4113,0.9255,-1.98,-0.2969,1.8606,0.3961
1375,0.0401,0.1705,9.8533,0.3471,-0.5188,0.242,29.2003,-8.8732,40.855,0.2143,0.2584,0.761,0.7203,0.3172,0.7958
1386,-0.019,-0.0618,9.7355,-0.9173,0.4945,0.6282,28.555,-8.4478,40.4447,0.825,-0.0619,2.3735,-1.5266,0.3018,0.5142
1396,0.0655,-0.0157,9.8392,0.2532,-0.2812,0.1256,30.3375,-10.4068,40.6252,0.3732,-0.012,-0.9981,-0.5002,-1.0848,-1.2454
1407,-0.0829,-0.0328,9.8347,-0.1218,0.2875,-0.1527,30.205,-10.7333,39.163,-2.0039,0.2405,-1.2045,1.9805,-1.0347,-1.0517
1417,-0.005,0.1095,9.8626,-0.5781,0.1238,-0.1596,30.6034,-10.1806,39.8429,-0.5731,0.5049,-2.486,-0.4706,0.062,1.027
1433,0.101,0.0643,9.8195,0.8211,-0.3653,0.3571,30.5548,-9.7898,38.0367,-0.4015,-0.9359,0.3621,0.4861,-0.4998,0.3101
1444,-0.0544,-0.0316,9.7614,0.3713,-0.6599,0.111,29.9628,-10.4422,39.3051,0.3367,0.5782,1.2151,-1.3198,-0.1878,-0.2013
1454,-0.0629,0.0934,9.8619,-0.3159,-0.3251,1.4394,30.6295,-9.3124,40.6295,-0.7265,0.217,0.3081,1.6132,1.85,-0.1794
1465,0.0138,-0.033,9.8627,-0.4121,0.0671,0.3649,29.7949,-10.5,40.988,-0.553,-0.8593,-0.1858,-1.4552,-1.459,-0.2063
1477,-0.0452,-0.0678,9.7057,-0.3476,0.5238,-0.383,29.2588,-11.6601,40.0908,0.5343,-1.025,0.6503,0.3284,0.26,-0.2744
1489,-0.0594,-0.1486,9.8162,-0.4361,0.1313,-0.2581,30.1435,-10.4078,39.8226,0.303,1.6912,2.8448,-1.3876,-0.6094,0.1369
1499,-0.0438,-0.0793,9.8413,0.1866,0.0638,-0.061,30.8249,-10.0752,38.626,-0.3501,-0.615,-1.4566,0.0501,-0.2635,1.9043
1510,0.0497,0.1252,9.7418,-0.6039,0.5992,-0.5638,30.5066,-11.1915,40.0738,-1.3909,0.1283,-0.4284,0.6874,0.3919,-0.8711
1520,-0.0382,-0.0217,9.815,-0.1942,-0.3186,-0.3177,30.7911,-9.078,39.2167,2.6508,1.2947,-0.0304,-1.85,1.4101,-1.1109
1530,-0.0285,0.0046,9.8232,-0.2326,0.3218,0.2641,27.9785,-10.1646,37.9625,-0.3604,0.1541,-0.622,0.7823,0.8741,0.4295
1540,0.1607,-0.016,9.738,-1.0053,0.0856,0.6005,29.8396,-10.3872,38.7102,-2.0174,-2.6184,0.2115,0.7538,1.5719,0.2554
1551,0.0223,-0.0009,9.9123,-0.7609,-0.4072,0.6444,28.9189,-10.2727,40.7125,-0.3606,-0.2537,0.1565,0.4968,-1.292,-0.3522
1565,0.1824,0.0429,9.7483,-0.3787,0.08,0.1059,29.8863,-9.755,41.8222,1.8874,-0.7123,1.0074,-0.1786,-1.7741,0.7579
1578,0.0237,0.0778,9.842,1.0597,-0.3075,-0.841,31.1267,-10.6378,39.5004,0.8284,-0.0775,-1.6693,0.5248,-0.7877,-0.0556
1588,0.0169,0.0289,9.8415,-1.7364,0.6803,-0.4969,28.4845,-10.0002,38.5658,2.6604,1.1286,0.8041,0.4179,-1.0353,-0.8916
1600,-0.0012,-0.1755,9.7447,0.0252,0.4995,0.6352,30.1298,-10.1992,40.2327,0.9976,-0.2051,0.055,0.5719,0.856,-0.1264
1612,-0.08,-0.1929,9.8586,0.4861,0.0926,-0.3143,30.04,-11.047,40.0666,-1.0319,0.6184,-0.7668,-1.3315,-1.5988,-0.1256
1623,0.077,0.0196,9.8582,0.4593,0.5702,-0.0749,29.8927,-10.7686,37.8677,-0.2373,0.4485,0.5327,0.1718,-0.055,0.2787
1633,-0.195,0.0759,9.7901,-0.4123,0.0946,0.0461,29.5473,-10.0046,40.4297,0.1664,-2.246,0.4156,-2.3704,-0.4847,-0.118
1644,0.0131,0.1679,9.8735,-0.4801,-0.1439,0.0013,30.8828,-10.2942,40.7081,0.1432,-1.3815,-0.9097,-0.1105,-0.4783,0.0441
1654,-0.024,-0.0603,9.7733,0.102,-0.2645,-1.0659,29.8129,-12.4287,38.6104,-0.0242,-0.2066,0.019,1.5828,0.3008,0.4303
1665,-0.1655,0.0616,9.7818,0.5857,-0.4353,-0.6658,32.1334,-9.5444,39.2032,-1.0138,1.4524,-0.2928,0.2639,-0.5622,-0.2776
1683,0.0016,-0.0652,9.8032,-0.0425,0.2646,0.3942,30.1778,-10.147,39.1351,0.9197,-0.0659,-0.8384,1.456,1.079,-0.7224
1696,-0.0792,0.0687,9.8388,0.2845,0.7508,-0.6579,31.2659,-11.2996,40.3959,0.5823,0.1404,-0.5548,1.1642,-0.5128,-0.616
1707,0.1615,-0.0867,9.7787,-0.7882,0.068,0.8651,29.1247,-10.2174,39.9694,0.3567,0.2684,-0.1267,-0.8484,-0.9337,-0.3497
1717,-0.095,0.0223,9.8184,0.6,-0.0262,0.7482,29.6247,-8.9531,39.4513,-0.0738,-0.1618,2.1656,-0.5023,-1.6576,0.0855
1728,-0.0938,0.0319,9.7839,-0.3084,-0.2396,-0.8543,29.184,-9.9727,39.2702,-0.5891,-0.3316,-1.1636,-0.5843,-0.6517,0.1303
1738,0.0849,-0.0423,9.7434,-0.3455,-0.267,-0.1756,28.8263,-11.0354,39.5945,0.9471,-1.2622,1.1574,-0.9412,1.114,-0.0697
1750,0.0661,0.0606,9.7893,-0.4213,0.4585,0.3,28.6205,-11.4679,40.4613,-1.5805,0.9002,0.8548,1.2068,-1.1198,-1.6245
1760,-0.0782,0.0101,9.7805,0.1277,0.2933,-0.4204,31.7732,-10.4599,39.7617,-0.7582,-1.131,0.4465,0.9855,0.2789,-0.3405
1771,-0.1707,-0.0658,9.7768,0.7741,-0.1509,-0.0182,31.0126,-10.0626,39.2012,0.8419,-2.1771,-0.2057,-0.73,0.5116,1.8382
1781,-0.1754,-0.188,9.7875,0.9792,-0.3124,-0.3131,29.5247,-9.937,40.899,-0.2984,-2.2021,-0.3264,0.2405,0.2599,-0.1312
1791,-0.0816,0.0618,9.7516,-0.2477,-0.0503,-0.0052,30.7003,-9.9388,38.3332,-1.2297,-0.2808,0.4256,-0.9437,1.1909,-1.4206
1810,-0.1276,0.1623,9.8125,0.4699,0.707,0.2444,30.0363,-11.8108,41.0386,-1.332,-0.1346,2.0679,0.5161,-1.3209,0.5004
1820,0.041,0.063,9.7982,0.2812,0.4112,-0.6581,27.9756,-10.8546,38.5463,0.163,-0.7868,2.2366,0.1922,-1.4065,0.0125
1831,-0.0334,-0.0954,9.7867,-0.6459,0.3515,-0.324,29.8208,-9.4882,39.2531,-0.2185,-0.5666,0.555,1.4711,1.0208,0.501
1841,-0.0504,0.0374,9.7637,0.1047,-0.1332,-0.0957,28.1307,-11.8234,41.2331,1.2298,1.2728,2.0569,0.1459,0.1162,-0.0474
1853,-0.0745,0.099,9.7837,-0.7985,-0.49,0.0595,29.2193,-9.28,39.5945,-0.5909,-0.0381,-1.6315,-0.5124,0.5993,-0.4643
1864,0.0765,0.0345,9.711,0.6419,-0.6466,-0.5262,29.8803,-12.8875,40.0157,0.9607,0.7053,-2.3771,0.7852,0.4592,0.3348
1875,-0.0211,0.1366,9.8319,-0.4791,0.1201,-0.3794,28.9632,-9.6256,39.6293,-1.7081,1.8755,-0.6978,0.1749,-0.5548,1.0251
1885,0.1114,-0.0866,9.8435,0.946,0.8152,0.3264,30.1244,-9.6404,40.2747,-0.2295,-0.6026,-0.5845,0.049,1.3749,-0.3072
1897,-0.1342,-0.1141,9.815,-0.9989,-0.7394,-0.4509,31.3488,-9.6331,41.6856,-0.9434,0.6308,1.8166,-0.7816,1.0709,0.4875
1908,-0.1571,0.1473,9.7654,-0.1321,-0.0289,-0.6527,28.2321,-9.7281,37.7643,1.5412,1.2827,0.6801,0.3617,0.422,0.0083
1925,-0.1511,-0.1863,9.8737,1.0889,0.0938,-0.8488,31.2061,-8.6862,41.4249,0.5289,0.4993,0.1931,-0.8591,1.6003,-1.3793
1935,0.0302,0.1474,9.8319,-0.5957,-0.4865,-0.3959,31.9786,-9.2818,39.8922,0.9279,1.2224,-0.2248,-0.5147,-1.3119,0.9555
1946,-0.0747,-0.1117,9.8171,0.3005,-0.0299,-0.5081,30.5681,-8.3608,39.6178,-0.9823,1.0752,0.5723,1.0806,-0.1857,0.295
1956,0.0749,0.021,9.8295,-0.0983,0.5193,0.0649,30.1517,-9.9757,40.5474,-0.2456,0.8296,-2.1261,-0.7558,0.9806,2.082
1967,-0.1481,0.0071,9.867,-0.3877,0.9758,-0.4817,29.5454,-10.585,39.7647,0.0753,1.725,-1.2106,0.6337,-0.4285,-0.9107
1979,0.0153,0.0839,9.764,0.2382,-0.306,0.4343,28.9454,-8.2319,39.9421,-0.322,0.6286,-0.6158,0.4471,-0.2924,0.8691
1990,-0.0858,-0.0213,9.8291,-0.2149,-0.4487,0.6885,30.1717,-10.595,40.7318,1.1634,0.5584,-1.1841,1.2451,-0.3807,1.0418
2001,0.0326,0.0381,9.8158,0.6278,0.0309,0.8364,30.2854,-10.3408,39.971,1.3542,-0.4384,0.621,0.0451,-0.8806,-1.3148
