seq,time_us,ax,ay,az,gx,gy,gz,mx,my,mz,roll_gyro,pitch_gyro,yaw_gyro,roll_cf,pitch_cf,yaw_cf,roll_ekf,pitch_ekf,yaw_ekf,roll_madgwick,pitch_madgwick,yaw_madgwick,roll_mahony,pitch_mahony,yaw_mahony,drop_flag
36,476000,-0.0824,-0.0301,9.8352,0.6496,-0.7337,0.848,30.129,-9.2553,39.7358,-1.6923,-0.376,0.6666,-1.3015,0.4036,-2.0533,-0.1235,0.0317,-0.9354,0.4687,-0.8382,-0.1687,-0.4086,-1.5096,0.4875,0
37,487000,-0.1016,-0.0174,9.8481,0.5056,1.1563,0.5235,28.4376,-9.3922,41.1721,0.2416,-0.0401,0.8238,1.4889,-1.1816,0.801,-0.1996,0.3943,-1.24,-1.6727,-0.2248,0.017,1.776,0.6506,-1.5563,0
38,973000,0.0482,0.0947,9.7986,-0.5638,-0.426,-0.0297,30.0351,-8.8982,41.3576,1.982,1.3644,-0.8703,-1.2718,-0.3438,0.0157,-2.1792,-3.5521,-2.2582,-0.6803,-1.2436,-0.6035,-0.7498,-0.6503,-0.2226,0
39,984000,-0.0238,-0.1139,9.7452,-0.0389,-0.2025,0.0828,30.9913,-9.8442,40.1883,0.016,1.4853,-1.3682,-0.1173,-0.2848,1.93,1.1959,2.5299,-0.0502,0.4483,0.0495,-0.3963,0.8594,-0.4062,0.4338,0
40,998000,0.0465,0.037,9.7252,0.3573,-0.213,-0.3825,28.8462,-8.8841,40.363,0.4505,-0.5368,-0.4641,0.8642,1.6248,-1.2629,-0.6872,0.481,1.2712,-0.2008,-0.6128,0.0729,0.5616,0.721,-0.5015,0
41,1010000,-0.0266,-0.0479,9.892,0.9293,-0.242,0.0622,31.1326,-8.8049,38.3197,0.6885,-1.43,2.9089,0.3767,-0.249,-2.1818,-0.0062,-1.4631,0.8511,0.9176,-0.5812,2.2323,0.3111,-1.1959,1.0288,0
42,1022000,0.0416,0.0872,9.8809,0.5492,0.1052,-0.5009,29.3194,-9.6611,40.3524,2.6693,1.3218,-0.3142,0.053,0.4592,-0.5785,-0.2846,-0.14,-0.1253,1.0434,-0.7266,-0.3953,-1.373,-0.3957,-0.0066,0
43,1229000,-0.0754,-0.0572,9.7954,-1.1798,0.5397,0.1911,30.4321,-9.0854,38.3649,1.0301,-0.9209,0.8098,0.2126,-0.877,-1.2534,-1.8715,-0.4617,1.5275,0.2362,0.3234,-0.8391,1.0979,2.1836,-0.2643,0
44,1240000,0.0473,-0.1625,9.8658,-0.4093,-0.791,0.3496,30.1701,-12.0481,39.5119,0.5736,1.1425,0.334,0.5073,1.6262,-0.8552,-0.1406,0.1489,0.457,-0.2741,-0.0748,0.7539,-0.6885,0.0598,-0.2522,0
45,1251000,-0.0994,0.0517,9.79,0.022,-0.7227,0.2543,29.5094,-11.5911,39.7728,-0.7834,0.5577,-0.0417,-0.078,-0.0899,1.0104,1.4394,-0.231,-2.4761,-0.2877,0.6274,-2.358,-1.0776,1.3571,0.6931,0
46,1261000,-0.0133,0.1626,9.8384,0.2724,-0.6162,0.0748,28.8664,-8.8156,39.9307,0.5486,1.3684,1.2632,-0.6513,-0.6781,-1.5817,0.1149,-0.5691,0.228,-0.304,0.5455,1.0675,-0.8786,-0.083,1.279,0
47,1272000,0.0569,0.0092,9.8117,0.5419,-0.14,-0.5375,30.1461,-7.3995,38.8815,0.0698,-0.9166,-2.53,2.7046,-1.5989,-1.1951,-0.0157,0.8499,0.8445,0.3199,-2.2136,-0.6393,-1.017,-0.2716,0.0194,0
48,1747000,0.0442,0.0052,9.8743,-0.1481,-0.0933,-0.4019,29.8545,-11.9643,41.4633,0.2123,-1.6551,1.2454,1.328,-1.0838,0.0325,0.0609,-1.6078,-0.2885,1.5763,-0.3886,-0.1331,0.0593,-0.6312,-0.8407,0
49,1770000,-0.0291,-0.0026,9.7864,-0.5172,-0.1167,0.6129,30.9668,-10.0337,39.513,0.4683,0.5877,-1.8056,0.92,-1.453,-0.9525,-0.437,-1.0213,-1.1159,-0.4524,-0.8672,-2.2149,0.8585,0.802,-1.2923,0
50,1780000,-0.0107,-0.0984,9.8734,-0.2699,-0.2605,-0.7437,30.2485,-8.8411,39.101,-0.0245,-1.2674,0.4902,-0.2995,-0.0835,0.6779,0.2444,0.245,-1.8269,-0.1963,-0.8198,-0.2415,-0.5449,-0.1123,-0.245,0
51,1819000,0.1319,0.0009,9.8204,0.0563,-0.21,-0.393,29.4081,-12.0778,39.6824,0.3394,1.4016,-0.2839,1.0033,0.5349,-0.61,-1.209,-0.1753,-2.8045,-0.6686,1.253,0.446,0.5759,-0.5257,0.2315,0
52,1838000,-0.0427,0.2376,9.845,-0.1956,0.0837,0.192,30.3927,-9.2913,39.7341,0.7299,-0.584,1.1458,-0.6621,0.003,0.3366,-1.1482,0.215,-0.111,2.2145,0.9532,0.1398,0.4039,1.2404,-0.1941,0
53,1859000,-0.0646,-0.063,9.8726,0.329,1.2189,-0.374,30.82,-10.9778,40.2345,0.4051,1.5082,0.3476,-1.4798,0.6315,1.6547,0.0204,0.3462,-0.4465,0.1104,-0.2479,-0.3334,1.8074,0.8595,-0.6782,0
54,1871000,-0.0617,-0.0333,9.8466,0.1717,-0.1696,0.2433,30.2768,-10.8793,39.7837,1.5136,0.4626,1.3329,1.2,0.3846,-0.423,-0.0221,-0.9975,-0.0804,-0.4069,1.6421,0.8807,0.552,-1.0698,-1.3359,0
55,1884000,0.0864,-0.0384,9.7735,0.362,-0.6676,0.3243,29.5813,-11.1327,39.1569,-1.5827,-0.3348,-0.8698,0.0531,-2.741,-0.3792,0.0262,-0.2241,0.1542,-0.2216,0.144,0.7445,0.9427,0.4615,-1.0549,0
56,1898000,-0.1156,-0.0785,9.801,0.4169,-0.4891,-0.3348,30.5262,-9.2501,40.0981,0.6198,-2.2726,-2.1301,1.0491,1.7422,0.0908,0.1946,0.8339,-0.1722,0.4169,1.1493,1.455,-0.9668,0.0102,1.2415,0
57,1908000,-0.1562,-0.0065,9.6855,0.876,0.8846,-0.9885,29.219,-10.1904,41.3547,2.5023,0.8516,-0.4013,-0.1037,0.3329,-1.6086,1.2081,0.0324,-1.2743,-0.0003,0.2677,0.3311,1.4797,0.4601,-0.3447,0
58,1922000,0.0322,-0.0356,9.7779,-0.4892,0.5806,0.2935,30.9196,-11.4825,40.3057,1.5346,-1.5165,-0.4331,-0.9392,1.2848,-0.4015,0.1176,-0.213,1.5272,1.5776,-0.0703,-2.7756,-0.614,0.2576,0.4152,0
59,1935000,0.0342,-0.028,9.8115,-0.5317,0.1962,0.0716,28.9805,-11.3773,37.789,-1.254,0.2743,1.2256,1.4019,1.946,-0.1529,-1.3023,-0.5046,0.8181,0.4673,-1.2859,-1.0056,1.7484,-0.2114,0.8154,0
60,1945000,-0.0582,0.0908,9.7197,-0.0485,0.044,-0.5979,31.2895,-10.1418,41.1183,1.1543,-0.4327,-0.1271,0.266,-0.4275,-0.5038,0.207,0.1551,-0.2539,-1.0884,-1.4361,-0.7525,0.1228,1.4,-0.3817,0
61,1958000,-0.2211,-0.0055,9.7485,-1.0394,0.7316,0.6439,29.9522,-9.3214,39.0944,0.828,-1.3997,-0.6553,0.0443,-0.8622,-2.086,-0.0916,-0.858,0.7186,-1.4484,0.3037,-1.075,-0.0177,-0.6999,-0.2238,0
62,1984000,0.1062,0.0069,9.7472,0.1084,0.2465,0.5859,29.6025,-8.077,41.1787,1.6186,0.8636,0.3534,-0.6018,-0.4783,0.454,-0.6214,-1.1656,0.5038,1.0107,-1.3482,-0.3852,0.2281,0.3,-0.7329,0
63,1995000,0.0753,0.1657,9.7971,-0.5155,0.8742,-0.1833,30.8342,-9.5004,39.5669,-0.169,-1.7107,1.1369,-0.1281,0.4204,-0.1971,0.8512,-1.0108,-0.3321,1.0817,1.5896,0.3674,-0.4438,-1.0625,-0.2935,0
64,2006000,0.0747,0.0371,9.8429,-1.7019,-0.2211,0.2434,29.3207,-10.1108,39.0617,-1.6598,0.4049,0.9861,0.3704,-1.448,1.1623,-0.4014,-0.3116,1.1537,0.2655,-0.2412,0.4684,-0.0651,1.8221,0.728,0
65,2017000,0.142,0.0553,9.8965,-0.1464,-0.4497,0.3379,30.3431,-9.8229,40.5361,1.8419,-1.9539,0.1406,-0.7437,-0.4751,-0.1393,2.1839,-0.8671,0.5697,-0.3955,-1.5108,-1.4389,-0.151,0.7438,0.1795,0
66,2028000,-0.0955,-0.0324,9.7252,0.285,-0.6902,-1.318,30.604,-9.4779,40.2241,-1.7896,-0.3444,-0.3138,1.095,0.8297,0.6158,-0.0721,-1.7346,0.3315,-0.3043,0.4565,1.0579,0.8622,-0.3922,1.0944,0
67,2038000,-0.1294,-0.1282,9.8322,-0.3246,-0.486,0.2593,29.2354,-9.5352,38.0544,1.4568,1.3121,0.1353,0.5379,-0.6463,-0.4037,2.1467,-1.5234,-2.1912,-0.8628,-1.6676,-0.8572,-1.1367,-1.2302,0.6982,0
68,2049000,-0.087,-0.0794,9.8616,0.7091,0.5689,-0.0966,30.6217,-9.1606,40.8069,1.6069,1.091,0.3511,0.4175,0.8304,0.6437,-0.7801,0.8368,1.5886,2.6823,0.0742,-0.7602,-1.7486,-1.8993,0.8838,0
69,2060000,0.0608,0.0783,9.8552,0.6468,0.3143,-0.2718,30.0663,-9.4,39.676,-2.1433,0.0458,1.0333,-0.249,-0.4086,-0.6296,-0.2593,-0.9863,-0.6555,0.577,1.1422,-2.2196,-0.0378,0.1758,-0.7117,0
70,2073000,-0.1609,0.2473,9.8117,0.1292,-1.2817,0.3164,30.4334,-10.4557,40.5399,-0.3016,-0.7608,0.6189,0.3998,-1.8598,-1.9068,1.9159,1.3653,-0.4078,0.3264,0.2594,1.5915,0.2399,-1.1559,0.6723,0
71,2084000,0.1254,-0.1074,9.7776,0.2916,0.8687,-0.5803,28.6704,-11.8875,39.761,-0.1724,0.413,0.3477,-1.0202,-1.1807,0.4774,0.4511,-1.9033,-0.6398,1.4625,0.2696,-0.0283,1.4345,-1.3868,-0.1577,0
72,2094000,-0.0762,-0.0344,9.8115,0.3051,-0.1317,-0.2762,31.5887,-9.444,40.6245,0.4304,-0.6572,-0.5619,0.6985,-0.9052,-0.3912,1.4744,0.6612,0.2213,0.0338,0.2905,0.8343,0.1979,-0.3098,-0.7302,0
73,2105000,0.0693,-0.1467,9.7991,-0.11,-0.1242,-0.2846,29.3686,-11.3547,38.8318,-1.9236,-0.8466,-1.3936,0.4465,-0.1843,-0.5351,-1.561,1.4275,0.8161,-1.1326,0.4047,-0.129,0.3549,0.859,-0.2687,0
74,2115000,-0.0992,-0.0173,9.796,0.587,-0.1977,-0.5826,29.5031,-9.7101,42.4803,-2.3814,-1.824,0.1701,-1.8513,0.1464,0.7498,1.619,0.0205,0.4407,-1.1106,0.5841,0.8566,1.4316,-0.6495,-1.571,0
75,2126000,0.0004,0.0436,9.7664,-0.4718,0.7123,-0.344,30.1324,-10.298,40.296,-0.6782,0.5363,-0.1014,1.1012,0.2039,0.4329,1.2831,-0.6312,1.2089,-0.3793,-0.3345,-0.2694,0.2234,1.1299,-0.4604,0
76,2136000,-0.031,-0.0275,9.9535,-0.1911,0.0183,0.8071,30.0649,-10.7494,40.2344,-0.4994,1.8286,1.6969,-0.3987,-0.5501,0.8713,-1.0195,1.0688,2.0954,1.4071,-0.4801,-0.6127,-0.2797,-0.4979,-0.9182,0
77,2147000,0.0557,0.0782,9.7731,-0.1728,-0.3611,-0.543,31.939,-8.7779,39.6683,1.0329,-0.5521,-0.7267,-0.1458,-0.952,-1.5246,-0.6238,0.697,0.2331,0.7029,-0.1888,1.2405,0.1701,-1.3167,0.5512,0
78,2158000,0.0183,0.0543,9.8099,-0.1384,-0.0932,-0.8483,30.6965,-12.3462,39.7048,-0.3816,-0.6733,0.6424,0.223,0.1109,0.7078,-0.7185,-0.4024,0.7873,-0.2428,0.1807,-0.1084,0.5583,-0.1251,-0.2379,0
79,2168000,-0.0809,-0.0402,9.7504,0.4403,0.555,0.4453,30.4854,-10.5814,39.4071,-0.8723,0.6967,0.2713,-0.4978,-1.0208,1.1541,-0.2185,0.3534,-0.0824,1.3467,0.1397,0.1195,-1.1978,0.0597,-1.37,0
80,2179000,0.0286,-0.0421,9.7898,-0.3922,0.533,0.3953,30.3518,-9.7958,38.7821,1.3219,0.9349,-2.2737,0.7291,1.1773,-1.2039,-0.5844,-0.5026,1.3859,0.9704,-0.0081,0.6595,0.0697,-0.6307,0.552,0
81,2189000,-0.0015,0.1029,9.7955,-0.4223,-0.3464,-0.1965,30.2805,-10.1926,40.4198,0.4476,-1.038,-0.1458,-0.1355,-0.9361,0.124,-0.3618,0.6947,-0.03,-0.532,-2.5919,0.3591,0.3133,0.812,0.4242,0
82,2199000,0.0239,0.0687,9.8286,0.3839,-0.5166,-0.0249,29.6886,-9.3425,40.9957,-0.2738,-0.4328,-0.8593,-2.0835,-1.3856,-0.1409,0.2576,0.1728,1.5714,-0.5915,1.9764,-0.7414,-0.9243,1.2294,1.3693,0
83,2210000,-0.0684,0.0887,9.8476,-0.0893,-0.0545,0.867,28.5209,-10.5542,40.6282,1.3253,0.025,0.7941,-0.7762,1.4814,-1.0873,0.2084,-0.2334,1.2458,-1.4026,-1.1477,-1.5181,-0.7661,1.8015,-1.2908,0
84,2221000,-0.0626,-0.1083,9.8391,0.7569,-0.3359,0.2083,28.8617,-11.4351,40.4798,1.3683,0.3766,0.0205,0.1034,-1.5517,-0.5608,0.4826,0.0431,0.9617,1.4922,-0.6458,0.9249,-0.0343,-1.0668,-1.4684,0
85,2232000,-0.009,0.0589,9.7683,0.6744,-0.23,-0.0627,30.2117,-11.1301,40.1991,0.5343,0.5859,-0.6429,-0.9098,0.7282,-0.0057,-0.0213,0.956,0.5614,-1.8709,0.3034,1.2808,1.1292,-1.0684,-0.1684,0
86,2242000,0.2188,0.0091,9.7997,-0.0333,-1.2068,-0.0554,29.4284,-7.8016,40.8297,-0.9585,-0.1367,-0.9903,0.2024,-0.1642,-1.3748,0.3902,0.4933,0.3257,0.9778,0.2594,0.9512,-1.7956,-2.0214,-0.3073,0
87,2257000,0.0771,-0.0899,9.8114,-0.6027,-0.365,-0.4165,29.2864,-11.2166,39.8248,-0.4218,0.1458,0.1562,-0.5857,-0.0741,0.3292,-0.6067,-0.4177,-1.8876,-0.7276,1.4626,0.0715,-1.9288,-1.055,0.1221,0
88,2287000,-0.0717,0.1591,9.7462,0.522,0.2809,0.255,30.0042,-10.071,39.639,0.2771,-1.4883,0.722,1.1392,-0.293,1.1753,0.0958,0.0821,1.0092,0.6163,0.4478,-0.3143,0.2374,-0.5731,0.417,0
89,2299000,-0.0588,0.1063,9.7703,-0.5412,0.0245,0.1883,28.8826,-10.3318,39.7836,1.2794,0.5355,0.1747,0.9557,0.3234,0.3253,-0.8011,0.1333,-0.9197,-1.3108,0.937,0.672,-0.864,0.0186,-0.6913,0
90,2310000,0.3604,-0.0047,9.7495,0.6011,0.6371,0.113,30.8318,-10.2451,39.7013,-0.3121,-0.1765,-1.2011,-0.6088,0.5868,0.1479,0.9634,0.6976,-1.3789,-0.3051,0.4602,0.1919,0.3868,-0.4738,0.0019,0
91,2320000,0.0477,0.0909,9.7904,-0.9141,0.0502,0.697,31.7399,-8.7569,39.568,-0.705,0.0094,-1.0973,-1.8939,-0.2547,0.2379,-2.3819,0.2726,0.9369,-0.4797,0.0299,-0.5803,0.798,-0.2552,0.0639,0
92,2331000,0.0903,-0.1138,9.8618,-0.0195,-0.9196,-0.5709,32.2695,-10.4227,39.1431,0.0083,0.1462,-0.4986,-0.8523,-0.4241,-0.3446,1.5942,0.8303,0.8477,-0.2239,0.8532,1.3303,1.0006,0.7431,-0.6223,0
93,2346000,0.0263,0.0999,9.8631,-0.2781,0.4138,-0.0214,28.0806,-9.099,39.4054,-2.1604,0.4275,-2.4757,1.6123,-0.123,-1.3055,0.3711,-0.7156,2.3089,1.3498,0.4734,0.7357,0.0877,-0.7034,0.1897,0
94,2357000,0.1032,0.0491,9.7969,0.7523,0.6668,-0.3155,29.6846,-8.5626,41.74,1.8105,0.0756,-0.9595,0.0878,-1.7149,0.062,-0.8332,-2.1432,-0.7604,-0.7277,-0.2969,-0.4666,0.6685,1.3304,-1.0009,0
95,2368000,0.091,-0.059,9.8942,0.0505,0.362,0.0966,29.9706,-9.357,39.613,0.1439,0.6185,-0.0784,-1.749,-0.6729,-1.6405,-0.2282,1.39,-1.083,-0.8741,0.1902,-1.2239,1.1845,0.0268,1.339,0
96,2380000,0.1299,-0.0154,9.7639,0.1262,-0.4881,0.6268,29.9436,-10.977,39.1713,-0.4058,0.1465,-0.2712,-0.9775,1.6913,-1.1396,0.9006,-0.7862,0.6842,0.388,-0.1027,-0.5711,1.1988,-0.1817,0.6585,0
97,2391000,0.075,-0.1796,9.7886,0.1417,0.9124,-0.3396,29.4307,-9.7607,40.5299,0.7142,-0.8746,-1.2486,-1.5297,-0.4384,0.0221,-1.2791,-0.2674,-0.5787,0.9502,-0.8406,-0.3293,-0.0268,-1.5176,-0.1705,0
98,2405000,-0.0632,0.0114,9.7479,1.482,0.7838,-0.1711,30.9018,-8.761,40.0922,-0.9876,0.1808,-1.2644,-0.1587,-0.7044,0.6004,-0.7568,0.6514,-0.6816,-1.5543,1.4396,-1.2858,-1.6999,-0.8545,-0.5966,0
99,2416000,0.0291,0.0782,9.7845,0.6839,-0.3133,0.3375,30.6846,-10.8865,38.8119,-0.6987,-0.4393,0.4973,0.1257,2.0998,0.703,0.3384,0.641,0.3985,-0.2116,0.6398,0.3212,-0.6875,-0.5774,-0.9258,0
100,2426000,0.0138,-0.179,9.7621,0.5451,0.4369,-0.1033,29.3588,-10.088,41.3157,0.2308,-1.859,-1.2519,1.4557,-0.3002,0.5405,-0.5806,-1.5544,0.2312,0.7858,-0.0062,-0.1096,-1.4227,-2.3265,0.5444,0
